GEO_CODE,Total_households,Households_with_at_least_one_vars_or_vans,Per_cent_of_households_with_at_least_one_car_or_van
E02000839,3381,2148,0.635314996
E02000840,3206,2161,0.674048659
E02000841,3335,2192,0.657271364
E02000842,2879,2397,0.832580757
E02000843,3271,2456,0.750840721
E02000844,3117,2339,0.750401027
E02000845,3472,2837,0.817108295
E02000846,2708,2208,0.815361891
E02000847,3489,2899,0.830897105
E02000848,2886,2484,0.860706861
E02000849,3099,2396,0.77315263
E02000850,4037,3337,0.826603914
E02000851,4098,2418,0.590043924
E02000852,3136,2447,0.780293367
E02000853,3164,2450,0.774336283
E02000854,2932,2345,0.799795362
E02000855,3035,2558,0.842833608
E02000856,3486,2678,0.76821572
E02000857,4004,2698,0.673826174
E02000858,3139,2053,0.654029946
E02000859,3453,2621,0.759050101
E02000860,3925,2446,0.623184713
E02000861,2789,2510,0.899964145
E02000863,2319,2082,0.897800776
E02000864,3468,1324,0.38177624
E02000865,2763,933,0.337676439
E02000866,3829,1648,0.430399582
E02000867,4307,1614,0.374738797
E02000868,2618,787,0.300611154
E02000869,2485,805,0.323943662
E02000870,2560,883,0.344921875
E02000871,3107,1145,0.368522691
E02000872,3088,834,0.27007772
E02000873,2792,918,0.328796562
E02000874,2494,776,0.311146752
E02000875,3437,1279,0.372126855
E02000876,2750,779,0.283272727
E02000877,3252,1209,0.371771218
E02000878,3900,1027,0.263333333
E02000879,2855,993,0.347810858
E02000880,2090,630,0.301435407
E02000881,2379,978,0.4110971
E02000882,2884,1225,0.424757282
E02000883,2880,1031,0.357986111
E02000884,3707,1004,0.270838953
E02000885,2509,816,0.325229175
E02000886,3185,1413,0.443642072
E02000887,3165,1193,0.376935229
E02000888,3306,1372,0.415003025
E02000889,2879,1227,0.426189649
E02000890,3093,1551,0.501454898
E02000891,5742,2218,0.386276559
E02000893,2912,1406,0.48282967
E02000894,4510,2225,0.493348115
E02000895,3271,2417,0.738917762
E02000896,3758,2875,0.765034593
E02000897,3345,2377,0.710612855
E02000898,3065,2317,0.755954323
E02000899,3090,2276,0.736569579
E02000900,2986,2113,0.707635633
E02000901,3553,2809,0.790599493
E02000902,3101,2168,0.699129313
E02000903,3179,1915,0.602390689
E02000904,2900,1988,0.685517241
E02000905,3465,2069,0.597113997
E02000906,3507,1778,0.506986028
E02000907,3885,1745,0.449163449
E02000908,4348,2156,0.495860166
E02000909,3459,2070,0.598438855
E02000910,4005,1985,0.495630462
E02000911,4115,1846,0.448602673
E02000912,3151,1767,0.560774357
E02000913,2968,1818,0.612533693
E02000914,3689,1697,0.460016265
E02000915,3305,1832,0.554311649
E02000916,3506,1798,0.51283514
E02000917,3396,1741,0.512661955
E02000918,3449,1719,0.498405335
E02000919,3225,1624,0.503565891
E02000920,3434,1597,0.465055329
E02000921,3966,1766,0.445284922
E02000922,3740,2015,0.538770053
E02000923,3632,2022,0.556718062
E02000924,5295,1849,0.349197356
E02000925,3412,1413,0.414126612
E02000926,4283,2320,0.541676395
E02000927,3228,1564,0.484510533
E02000928,3635,2399,0.65997249
E02000929,3201,1000,0.312402374
E02000930,4382,2152,0.491099954
E02000931,3532,2238,0.633635334
E02000932,4777,2722,0.569813691
E02000933,3872,2474,0.638946281
E02000934,4325,2155,0.498265896
E02000935,2468,1036,0.419773096
E02000936,4057,2149,0.52970175
E02000937,3130,2046,0.653674121
E02000938,4032,2182,0.541170635
E02000939,2915,2128,0.730017153
E02000940,3494,1620,0.463651975
E02000941,4125,2753,0.667393939
E02000942,3794,2660,0.701107011
E02000943,3708,2010,0.542071197
E02000944,2856,1520,0.532212885
E02000945,2764,1357,0.490955137
E02000946,3172,1939,0.611286255
E02000947,3820,2433,0.636910995
E02000948,4493,2445,0.544179835
E02000949,4072,2532,0.621807466
E02000950,3233,2123,0.656665636
E02000951,2946,1481,0.502715547
E02000952,2644,1384,0.523449319
E02000953,3113,1806,0.580147767
E02000954,2299,1348,0.586341888
E02000955,2527,1303,0.515631183
E02000956,3066,1276,0.41617743
E02000957,4238,2019,0.476403964
E02000958,2973,1939,0.652203162
E02000959,2980,1553,0.52114094
E02000960,3055,1548,0.506710311
E02000961,4064,2014,0.495570866
E02000962,4424,1724,0.389692586
E02000963,4141,1584,0.3825163
E02000964,5638,1986,0.352252572
E02000965,3981,1714,0.430545089
E02000966,4714,2296,0.487059822
E02000967,3653,1322,0.361894333
E02000968,5713,1620,0.283563802
E02000969,3719,1177,0.316482926
E02000970,4874,1881,0.385925318
E02000971,4354,1410,0.323840147
E02000972,4503,1066,0.236731068
E02000973,5312,1981,0.372929217
E02000974,4380,1667,0.380593607
E02000975,4621,1452,0.314217702
E02000976,5041,1476,0.292799048
E02000977,3895,1169,0.30012837
E02000978,3882,2290,0.589902112
E02000979,3892,1499,0.385149024
E02000980,4498,1478,0.328590485
E02000981,4853,1902,0.391922522
E02000982,4143,1458,0.351918899
E02000983,4422,1527,0.34531886
E02000984,3146,2964,0.94214876
E02000985,3205,2808,0.876131045
E02000986,3682,3082,0.837045084
E02000987,3288,2344,0.712895377
E02000988,3496,2373,0.678775744
E02000989,3637,3143,0.86417377
E02000990,3286,2733,0.831710286
E02000991,3316,2565,0.773522316
E02000992,2518,2173,0.862986497
E02000993,3135,1745,0.55661882
E02000994,3343,1714,0.512713132
E02000995,3430,2595,0.756559767
E02000996,3321,1879,0.565793436
E02000997,2372,1931,0.814080944
E02000998,3654,2006,0.548987411
E02000999,3580,1347,0.376256983
E02001000,4123,2650,0.642735872
E02001001,3197,2415,0.755395683
E02001002,4018,3025,0.75286212
E02001003,2850,2607,0.914736842
E02001004,3185,1513,0.475039246
E02001005,3130,1847,0.590095847
E02001006,2801,1721,0.61442342
E02001007,4396,3507,0.797770701
E02001008,2843,1683,0.591980302
E02001009,2975,2000,0.672268908
E02001010,2468,1572,0.636952998
E02001011,4125,3662,0.887757576
E02001012,2919,2168,0.74272011
E02001013,2495,2223,0.890981964
E02001014,3650,2692,0.737534247
E02001015,3762,2292,0.609250399
E02001016,3354,2087,0.622242099
E02001017,4663,3674,0.787904782
E02001018,3008,2683,0.891954787
E02001019,3982,3260,0.818684078
E02001020,2483,2181,0.878372936
E02001021,3115,2833,0.909470305
E02001022,3326,2557,0.768791341
E02001023,2324,1897,0.81626506
E02001024,3341,2894,0.866207722
E02001025,3349,1968,0.587638101
E02001026,3671,2099,0.571778807
E02001027,3029,2180,0.719709475
E02001028,3108,2785,0.896074646
E02001029,2880,1906,0.661805556
E02001030,2346,2097,0.893861893
E02001031,2841,2163,0.761351637
E02001032,3120,2452,0.785897436
E02001033,2390,1699,0.710878661
E02001034,3831,2177,0.56825894
E02001035,2981,2572,0.862797719
E02001036,3011,2328,0.773165061
E02001037,3016,2621,0.86903183
E02001038,2637,1812,0.687144482
E02001039,3443,2324,0.674992739
E02001040,2548,2064,0.810047096
E02001041,3369,2341,0.694864945
E02001042,2875,2167,0.75373913
E02001043,2307,1756,0.761161682
E02001044,2790,2297,0.823297491
E02001045,3622,1985,0.548039757
E02001046,3956,2234,0.56471183
E02001047,4369,2593,0.593499657
E02001048,3560,2304,0.647191011
E02001049,4049,2869,0.708570017
E02001050,3195,1489,0.466040689
E02001051,3393,1855,0.546713823
E02001052,4384,2364,0.539233577
E02001053,4494,1618,0.360035603
E02001055,3829,1887,0.492817968
E02001056,3463,1475,0.425931273
E02001057,4018,1683,0.418865107
E02001059,4369,2002,0.458228428
E02001061,3863,1700,0.440072483
E02001062,3546,1356,0.382402707
E02001063,3629,1547,0.426288234
E02001064,3624,1709,0.471578366
E02001065,3787,2010,0.530763137
E02001066,3533,1466,0.414944806
E02001067,3791,1715,0.452387233
E02001068,3696,1426,0.385822511
E02001069,4059,1604,0.395171224
E02001070,3294,1584,0.480874317
E02001071,4566,2393,0.524091108
E02001072,3741,2286,0.61106656
E02001073,4015,2942,0.732752179
E02001074,4299,2648,0.615957199
E02001075,3320,1822,0.548795181
E02001076,2965,1663,0.560876897
E02001077,3117,2306,0.739813924
E02001078,3835,2748,0.716558018
E02001079,3341,2007,0.600718348
E02001080,3367,1935,0.574695575
E02001081,2776,2098,0.755763689
E02001082,2921,1998,0.684012325
E02001083,3902,2803,0.718349564
E02001084,3325,2272,0.683308271
E02001085,3177,1900,0.598048473
E02001086,2949,2049,0.694811801
E02001087,4402,3459,0.785779191
E02001088,3780,2450,0.648148148
E02001089,3123,2581,0.826448927
E02001090,3100,2225,0.717741935
E02001091,3876,2791,0.720072239
E02001092,3724,2289,0.614661654
E02001093,3778,2322,0.614610905
E02001094,3805,1693,0.444940867
E02001095,3580,1960,0.547486034
E02001096,3311,2056,0.620960435
E02001097,3452,1969,0.570393975
E02001098,2756,2150,0.78011611
E02001099,2724,1947,0.714757709
E02001100,2586,2002,0.7741686
E02001101,2457,2059,0.838013838
E02001102,2475,2027,0.818989899
E02001103,2353,2033,0.8640034
E02001104,2726,2135,0.783198826
E02001105,2631,1870,0.710756366
E02001106,2668,1830,0.685907046
E02001107,2390,1805,0.755230126
E02001108,2148,1214,0.565176909
E02001109,3332,1916,0.575030012
E02001110,2742,2446,0.892049599
E02001111,2928,1019,0.348019126
E02001112,2371,2065,0.870940531
E02001113,2664,1416,0.531531532
E02001114,3381,2228,0.658976634
E02001115,2539,1894,0.745962978
E02001116,2358,1536,0.651399491
E02001117,2529,2084,0.824041123
E02001118,2602,2233,0.858186011
E02001119,2840,1787,0.629225352
E02001121,2224,1141,0.513039568
E02001123,2751,1643,0.597237368
E02001124,2507,1359,0.54208217
E02001125,3351,2514,0.750223814
E02001126,3141,1716,0.546322827
E02001127,2790,1616,0.57921147
E02001128,3271,2212,0.676245796
E02001129,2622,1590,0.606407323
E02001130,2520,1914,0.75952381
E02001131,2298,1707,0.742819843
E02001132,2860,2168,0.758041958
E02001133,2544,2168,0.852201258
E02001134,2583,2260,0.874951607
E02001135,3052,1696,0.55570118
E02001136,3667,2864,0.781019907
E02001137,2497,2262,0.905887064
E02001138,3647,3102,0.850562106
E02001139,2906,1798,0.61871989
E02001140,2958,2057,0.695402299
E02001141,5181,2291,0.442192627
E02001142,2396,2128,0.888146912
E02001143,3988,2534,0.635406219
E02001144,2702,2020,0.747594375
E02001145,3024,2500,0.826719577
E02001146,2896,1707,0.589433702
E02001147,3878,2215,0.571170707
E02001148,4257,2980,0.700023491
E02001149,4671,2622,0.561335902
E02001150,3591,2342,0.652186021
E02001151,3867,3036,0.785104732
E02001152,3984,2585,0.648845382
E02001153,4452,2255,0.506513926
E02001154,4387,3112,0.709368589
E02001155,3433,2100,0.611709875
E02001156,4131,3290,0.796417332
E02001157,3183,1777,0.558278354
E02001158,2700,1609,0.595925926
E02001159,2579,1732,0.671578131
E02001160,2555,1636,0.640313112
E02001161,2680,1848,0.689552239
E02001162,2709,1853,0.684016242
E02001163,4182,3338,0.798182688
E02001164,2677,1796,0.670900261
E02001165,2664,1902,0.713963964
E02001166,2343,1356,0.578745198
E02001167,2710,1769,0.652767528
E02001168,4093,2787,0.680918642
E02001169,4252,3874,0.911100659
E02001170,4130,3658,0.885714286
E02001171,2336,1907,0.81635274
E02001172,4989,2131,0.427139707
E02001173,3153,1280,0.405962575
E02001174,2362,1731,0.732853514
E02001175,2914,1947,0.668153741
E02001176,5147,3343,0.649504566
E02001177,5293,3105,0.586623843
E02001178,5633,2318,0.411503639
E02001179,2874,1495,0.520180932
E02001180,2981,858,0.287822878
E02001181,2606,1470,0.564082886
E02001182,2858,1452,0.508047586
E02001183,2782,1813,0.651689432
E02001184,5710,3296,0.577232925
E02001185,4208,3165,0.752138783
E02001186,4253,3132,0.73642135
E02001187,3076,2313,0.751950585
E02001188,3503,2351,0.671139024
E02001189,3616,2779,0.768528761
E02001190,3053,1249,0.409105798
E02001191,2618,2068,0.789915966
E02001192,2831,2127,0.75132462
E02001193,2952,1964,0.665311653
E02001194,2493,2069,0.829923787
E02001195,3208,2644,0.824189526
E02001196,3339,2696,0.807427373
E02001197,2610,2076,0.795402299
E02001198,3341,2376,0.711164322
E02001199,3413,2905,0.85115734
E02001200,3446,1553,0.450667441
E02001201,2431,1955,0.804195804
E02001202,2998,1828,0.609739827
E02001203,2387,2210,0.925848345
E02001204,3803,2898,0.762029976
E02001205,3645,2521,0.691632373
E02001206,2940,2310,0.785714286
E02001207,2942,2551,0.867097213
E02001208,3261,2517,0.771849126
E02001209,3382,2513,0.743051449
E02001210,2889,1980,0.685358255
E02001211,2413,2047,0.848321591
E02001212,2563,1619,0.631681623
E02001213,3991,3160,0.791781508
E02001214,3081,2525,0.819539111
E02001215,2502,2126,0.849720224
E02001216,2986,2646,0.886135298
E02001217,3066,2222,0.724722766
E02001218,2375,2154,0.906947368
E02001219,2240,2029,0.905803571
E02001220,2270,1950,0.859030837
E02001221,2361,2148,0.90978399
E02001222,2375,2125,0.894736842
E02001223,2797,2583,0.923489453
E02001224,2577,2309,0.896003104
E02001225,2947,2602,0.882931795
E02001226,2722,2352,0.864070536
E02001227,2376,2170,0.913299663
E02001228,2160,1978,0.915740741
E02001229,4417,3523,0.797600181
E02001230,2392,1992,0.83277592
E02001231,2846,2234,0.784961349
E02001232,3504,2291,0.653824201
E02001233,3258,2190,0.672191529
E02001234,3256,1867,0.573402948
E02001235,2814,1983,0.704690832
E02001236,2509,1503,0.599043444
E02001237,2932,2095,0.714529332
E02001238,3422,2384,0.696668615
E02001239,3897,2634,0.675904542
E02001240,2597,1949,0.750481325
E02001241,4252,1972,0.46378175
E02001242,2360,1942,0.822881356
E02001243,3529,2781,0.788041938
E02001244,2275,1923,0.845274725
E02001245,3573,2436,0.681780017
E02001246,3118,2069,0.663566389
E02001247,3064,2141,0.698759791
E02001248,4547,2946,0.647899714
E02001249,2811,1979,0.704019922
E02001250,2679,2262,0.844344905
E02001251,2750,2207,0.802545455
E02001252,3293,2600,0.789553599
E02001253,2267,1702,0.750771945
E02001254,2484,1791,0.721014493
E02001255,2672,1404,0.525449102
E02001256,4015,2594,0.64607721
E02001257,4272,2794,0.654026217
E02001258,3148,2633,0.836404066
E02001259,4162,2196,0.527630947
E02001260,3031,2538,0.83734741
E02001261,3451,2355,0.682410895
E02001262,3009,2128,0.707211698
E02001263,3293,2870,0.871545703
E02001264,3230,2573,0.796594427
E02001265,3369,2696,0.800237459
E02001266,3033,2056,0.67787669
E02001267,3363,2431,0.722866488
E02001268,2972,2497,0.840174966
E02001269,3628,2361,0.650771775
E02001270,3418,2699,0.789643066
E02001271,2874,2188,0.761308281
E02001272,3396,2874,0.846289753
E02001273,4242,3270,0.770862801
E02001274,3188,2803,0.87923463
E02001275,3544,2324,0.655756208
E02001276,3299,2437,0.7387087
E02001277,3786,2755,0.72768093
E02001278,3271,2836,0.867013146
E02001279,3229,2921,0.904614432
E02001280,3558,2693,0.756885891
E02001281,3078,2729,0.886614685
E02001282,3883,3193,0.822302344
E02001283,3748,3108,0.829242263
E02001284,3131,2829,0.903545193
E02001285,3251,2843,0.874500154
E02001286,3047,2796,0.917623892
E02001287,2321,2038,0.878069798
E02001288,3173,2674,0.842735581
E02001289,4248,3713,0.87405838
E02001290,2615,2155,0.824091778
E02001291,3199,2282,0.713347921
E02001292,3528,2755,0.780895692
E02001293,2583,2134,0.826171119
E02001294,3492,2431,0.696162658
E02001295,3641,1762,0.483932985
E02001296,3745,1906,0.50894526
E02001297,2958,2070,0.69979716
E02001298,3372,2018,0.598457888
E02001299,3708,2873,0.774811219
E02001300,3413,2391,0.700556695
E02001301,3823,2334,0.610515302
E02001302,3251,2322,0.714241772
E02001303,3740,2324,0.621390374
E02001304,5320,4521,0.84981203
E02001305,3376,2877,0.852191943
E02001306,2989,2496,0.835061894
E02001307,4334,4034,0.93077988
E02001308,2672,2038,0.762724551
E02001309,3565,2717,0.762131837
E02001310,3766,2586,0.686670207
E02001311,3706,2776,0.749055586
E02001312,3202,2479,0.774203623
E02001313,3409,2295,0.673217952
E02001314,3157,2795,0.885334178
E02001315,3326,2864,0.861094408
E02001316,3095,1905,0.615508885
E02001317,3602,2621,0.727651305
E02001318,3397,2572,0.757138652
E02001319,3159,2148,0.679962013
E02001320,3475,2518,0.724604317
E02001321,3375,2836,0.840296296
E02001322,3159,2599,0.822728712
E02001323,3356,2521,0.751191895
E02001324,3607,2722,0.754643748
E02001325,3241,2863,0.88336933
E02001326,3288,2815,0.856143552
E02001327,2883,1428,0.495317378
E02001328,4090,3181,0.777750611
E02001329,3422,1562,0.456458212
E02001330,3651,2134,0.584497398
E02001331,4260,2469,0.579577465
E02001332,3060,1484,0.48496732
E02001333,3754,2107,0.561267981
E02001334,2468,974,0.39465154
E02001335,3088,2364,0.765544041
E02001336,2963,1294,0.436719541
E02001337,2403,1567,0.65210154
E02001338,2466,1461,0.592457421
E02001339,2771,1781,0.642728257
E02001340,3641,2895,0.795111233
E02001341,3033,1688,0.556544675
E02001342,2874,2379,0.82776618
E02001343,2878,2558,0.888811675
E02001344,2231,1529,0.685342896
E02001345,2302,1922,0.834926151
E02001346,3085,1807,0.585737439
E02001347,3204,1986,0.619850187
E02001348,3148,1956,0.621346887
E02001349,3422,2251,0.657802455
E02001350,3417,1886,0.551946152
E02001351,3515,1821,0.518065434
E02001352,3046,1390,0.456336179
E02001353,2959,2478,0.837445083
E02001354,3312,1793,0.541364734
E02001355,3108,1536,0.494208494
E02001356,2364,1065,0.450507614
E02001357,2858,1434,0.501749475
E02001358,3450,1341,0.388695652
E02001359,2328,1692,0.726804124
E02001360,4130,1413,0.342130751
E02001361,3388,1766,0.521251476
E02001362,3161,1939,0.613413477
E02001363,3481,1740,0.499856363
E02001364,2532,839,0.33135861
E02001365,4059,1695,0.41759054
E02001366,4081,2143,0.525116393
E02001367,3939,2957,0.750698147
E02001368,2918,1007,0.345099383
E02001369,3877,1538,0.396698478
E02001370,3153,932,0.2955915
E02001371,3076,1681,0.546488947
E02001372,2728,1600,0.586510264
E02001373,4089,2226,0.544387381
E02001374,4105,1578,0.384409257
E02001375,3202,1648,0.514678326
E02001376,3789,1313,0.346529427
E02001377,4063,1293,0.318237755
E02001378,3557,2059,0.578858589
E02001380,3117,2410,0.773179339
E02001381,4312,1933,0.448283859
E02001382,2782,2369,0.851545651
E02001383,4260,1272,0.298591549
E02001384,3941,1965,0.498604415
E02001385,3631,1143,0.314789314
E02001386,3572,1718,0.480963046
E02001387,3162,2595,0.820683112
E02001388,4170,2323,0.557074341
E02001389,3740,1664,0.444919786
E02001390,4094,1425,0.348070347
E02001391,2481,1329,0.5356711
E02001392,2556,2147,0.839984351
E02001393,2845,2583,0.907908612
E02001394,4290,2658,0.61958042
E02001395,2612,1998,0.764931087
E02001396,3918,2141,0.546452272
E02001397,3848,2535,0.658783784
E02001398,3595,2249,0.625591099
E02001399,2866,2396,0.836008374
E02001400,2839,1896,0.667840789
E02001401,3395,2545,0.749631811
E02001402,3762,2936,0.780435938
E02001403,2841,1509,0.531151003
E02001404,3155,1672,0.529952456
E02001405,4154,1872,0.450649976
E02001406,3445,2976,0.863860668
E02001407,2617,2204,0.842185709
E02001408,2368,2057,0.868665541
E02001409,4325,3212,0.74265896
E02001410,2498,1834,0.73418735
E02001411,2520,1947,0.772619048
E02001412,3686,2833,0.768583831
E02001413,4085,3113,0.762056304
E02001414,2253,2011,0.892587661
E02001415,2737,2018,0.737303617
E02001416,2540,1507,0.593307087
E02001417,3623,1967,0.542920232
E02001418,2487,1653,0.664656212
E02001419,3188,1661,0.521016311
E02001420,4348,3319,0.763339466
E02001421,4658,3357,0.720695578
E02001422,2651,1545,0.582798944
E02001423,2657,2210,0.831765149
E02001424,5700,3779,0.662982456
E02001425,4523,3356,0.741985408
E02001426,2299,1827,0.794693345
E02001427,4276,3141,0.734565014
E02001428,2252,1997,0.886767318
E02001429,3059,2490,0.8139915
E02001430,3011,2578,0.856193955
E02001431,3639,2588,0.711184391
E02001432,4486,2343,0.522291574
E02001433,3140,2430,0.77388535
E02001434,2868,2242,0.781729428
E02001435,3411,2328,0.682497801
E02001436,3558,2786,0.783024171
E02001437,4309,3369,0.781851938
E02001438,3065,2574,0.839804241
E02001439,2733,1999,0.731430662
E02001440,2600,2310,0.888461538
E02001441,2688,2479,0.922247024
E02001442,2609,2119,0.812188578
E02001443,2279,2046,0.897762176
E02001444,2397,2068,0.862745098
E02001445,2942,2496,0.848402447
E02001446,2855,2434,0.852539405
E02001447,2555,2015,0.788649706
E02001448,2789,2364,0.847615633
