MSOA_code,under_70,over70-74,over75-79,over80,total
E02001484,1468,523,365,576,2932
E02001485,1260,291,189,290,2030
E02001486,1546,563,382,670,3161
E02001487,1441,279,209,182,2111
E02001488,1412,365,249,339,2365
E02001489,1359,700,470,681,3210
E02001490,1575,563,386,406,2930
E02001491,1314,318,176,288,2096
E02001492,1387,500,365,643,2895
E02001493,1351,301,198,250,2100
E02001494,1399,585,405,536,2925
E02001495,1406,356,260,355,2377
E02001496,1148,341,278,371,2138
E02001497,1178,356,220,316,2070
E02001498,1350,397,287,375,2409
E02001499,1428,518,359,603,2908
E02001500,1604,536,389,586,3115
E02001501,1437,465,333,436,2671
E02001502,1551,456,359,519,2885
E02001503,1552,532,451,698,3233
E02001504,1303,643,499,693,3138
E02001505,1139,334,270,413,2156
E02001506,1820,763,570,923,4076
E02001507,1235,533,431,569,2768
E02001508,1372,410,288,438,2508
E02003314,1159,457,305,329,2250
E02003315,978,393,216,220,1807
E02003316,1765,576,416,418,3175
E02003317,1073,311,242,349,1975
E02003318,795,346,246,325,1712
E02003319,930,239,170,238,1577
E02003320,844,241,176,177,1438
E02003321,725,278,205,271,1479
E02003322,623,154,104,152,1033
E02003323,727,199,146,199,1271
E02003324,1000,309,185,230,1724
E02003325,758,126,114,135,1133
E02003326,817,261,187,214,1479
E02003327,781,283,216,278,1558
E02003328,821,180,147,194,1342
E02003329,860,172,117,120,1269
E02003330,771,216,155,194,1336
E02003331,1072,398,311,414,2195
E02003332,719,287,199,319,1524
E02003333,544,154,110,165,973
E02003334,603,169,136,195,1103
E02003335,580,151,102,100,933
E02003336,793,376,302,445,1916
E02003337,883,284,200,336,1703
E02003338,767,368,268,300,1703
E02003339,795,293,259,368,1715
E02003340,984,339,233,343,1899
E02003341,805,377,254,281,1717
E02003342,721,410,303,380,1814
E02003343,769,469,349,420,2007
E02003344,837,323,174,201,1535
E02003345,712,328,183,183,1406
E02003346,873,396,285,389,1943
E02003347,750,207,122,133,1212
E02003348,1171,587,396,546,2700
E02003349,863,495,365,399,2122
E02003350,809,338,241,321,1709
E02003351,896,417,314,265,1892
E02003352,725,378,332,419,1854
E02003353,1275,409,295,374,2353
E02003354,1172,353,237,358,2120
E02003355,800,164,128,227,1319
E02003356,933,289,223,368,1813
E02003357,1138,277,188,401,2004
E02003358,1282,295,241,389,2207
E02003359,813,184,109,114,1220
E02003360,1499,437,308,252,2496
E02003361,987,301,209,229,1726
E02003362,984,316,199,193,1692
E02003363,818,341,297,513,1969
E02003364,927,283,214,172,1596
E02003365,895,363,242,317,1817
E02003366,809,315,163,258,1545
E02003367,660,331,255,270,1516
E02003368,514,358,297,315,1484
E02003369,771,345,276,404,1796
E02003370,896,419,316,368,1999
E02003371,813,313,262,373,1761
E02003372,1034,416,302,440,2192
E02003373,852,419,295,371,1937
E02003374,763,278,176,198,1415
E02003375,736,281,222,263,1502
E02003376,596,352,305,388,1641
E02003377,1034,593,402,460,2489
E02003378,809,456,365,561,2191
E02003379,639,274,186,309,1408
E02003380,877,405,249,241,1772
E02003381,713,286,183,286,1468
E02003382,782,355,284,388,1809
E02003383,710,310,180,217,1417
E02003384,705,405,305,418,1833
E02003385,1018,354,280,423,2075
E02003386,827,423,307,353,1910
E02003387,905,561,414,560,2440
E02003388,728,319,278,325,1650
E02003389,731,487,358,485,2061
E02003390,738,389,305,439,1871
E02003391,701,380,321,525,1927
E02003392,650,230,194,275,1349
E02003393,1060,370,311,455,2196
E02003394,784,240,152,255,1431
E02003395,917,160,112,156,1345
E02003396,958,247,183,263,1651
E02003397,1007,334,253,411,2005
E02003398,1041,208,143,167,1559
E02003399,1057,176,126,138,1497
E02003400,792,195,143,284,1414
E02003401,856,198,174,411,1639
E02003402,1087,213,153,163,1616
E02003403,1117,345,284,427,2173
E02003404,752,175,159,253,1339
E02003405,1322,273,198,222,2015
E02003406,1083,268,174,252,1777
E02003407,1233,216,109,227,1785
E02003408,1166,253,161,267,1847
E02003409,1242,274,194,266,1976
E02003410,1252,223,159,266,1900
E02003411,1628,251,184,350,2413
E02003412,1092,307,193,269,1861
E02003413,1444,274,171,290,2179
E02003414,1275,271,171,182,1899
E02003415,929,195,137,269,1530
E02003416,1045,239,183,267,1734
E02003417,1193,282,188,290,1953
E02003418,1168,244,142,247,1801
E02003419,988,210,160,272,1630
E02003420,638,143,92,103,976
E02003421,617,308,244,341,1510
E02003422,1248,731,547,737,3263
E02003423,785,229,177,228,1419
E02003424,986,451,389,597,2423
E02003425,1130,328,318,480,2256
E02003426,1065,421,315,567,2368
E02003427,887,243,175,293,1598
E02003428,1236,474,342,388,2440
E02003429,980,441,346,425,2192
E02003430,677,234,145,262,1318
E02003431,753,311,232,291,1587
E02003432,753,243,156,348,1500
E02003433,855,318,296,423,1892
E02003434,1115,353,260,519,2247
E02003435,867,322,263,298,1750
E02003436,1156,502,351,547,2556
E02003437,951,366,292,363,1972
E02003438,1155,581,448,803,2987
E02003439,649,354,296,426,1725
E02003440,1004,461,385,516,2366
E02003441,891,391,351,552,2185
E02003442,827,308,206,271,1612
E02003443,685,302,252,504,1743
E02003444,979,319,288,469,2055
E02003445,942,439,376,467,2224
E02003446,889,449,317,397,2052
E02003447,1032,384,286,399,2101
E02003448,862,398,276,362,1898
E02003449,712,206,140,167,1225
E02003450,1244,407,263,437,2351
E02003451,1051,430,382,725,2588
E02003452,950,325,284,336,1895
E02003453,808,362,240,255,1665
E02003454,908,421,333,514,2176
E02003455,808,401,261,329,1799
E02003456,681,284,204,296,1465
E02003457,1238,615,423,475,2751
E02003458,1163,484,378,483,2508
E02003459,1243,580,410,587,2820
E02003460,1331,656,447,542,2976
E02003461,778,519,320,477,2094
E02003462,888,384,273,330,1875
E02003463,822,414,254,271,1761
E02003464,722,259,152,132,1265
E02003465,845,375,260,373,1853
E02003466,624,228,122,177,1151
E02003467,649,285,193,297,1424
E02003468,831,447,333,411,2022
E02003469,680,319,186,211,1396
E02003470,484,156,108,79,827
E02003471,720,256,148,168,1292
E02003472,688,165,77,97,1027
E02003473,521,253,166,164,1104
E02003474,916,331,175,180,1602
E02003475,2012,367,210,294,2883
E02003476,981,232,126,168,1507
E02003477,1453,442,320,414,2629
E02003478,661,256,156,191,1264
E02003479,756,216,96,105,1173
E02003480,1052,221,129,136,1538
E02003481,765,209,146,171,1291
E02003482,1071,374,257,362,2064
E02003483,980,208,99,126,1413
E02003484,839,309,189,181,1518
E02003485,1000,367,323,401,2091
E02003486,990,232,140,142,1504
E02003487,1087,437,336,386,2246
E02003488,975,352,304,355,1986
E02003489,953,402,250,426,2031
E02003490,1021,295,182,200,1698
E02003491,1014,349,236,378,1977
E02003492,862,193,135,201,1391
E02003493,1097,414,323,669,2503
E02003494,967,343,207,313,1830
E02003495,1035,327,258,294,1914
E02003496,980,359,245,476,2060
E02003497,1051,377,286,406,2120
E02003498,995,229,172,242,1638
E02003499,939,210,180,235,1564
E02003500,1160,247,128,145,1680
E02003501,1035,313,212,301,1861
E02003502,1154,318,203,297,1972
E02003503,1234,369,231,398,2232
E02003504,1120,253,164,201,1738
E02003505,971,137,80,97,1285
E02003506,801,163,109,144,1217
E02003507,1537,491,400,561,2989
E02003508,1090,191,104,142,1527
E02003509,929,249,198,248,1624
E02003510,1096,287,215,414,2012
E02003511,1203,273,202,312,1990
E02003512,1033,151,93,91,1368
E02003513,861,253,201,385,1700
E02003514,941,179,108,141,1369
E02003515,1503,288,182,248,2221
E02003516,959,211,161,225,1556
E02003517,1080,230,152,173,1635
E02003518,993,277,248,406,1924
E02003519,1045,166,96,123,1430
E02003520,1243,236,144,198,1821
E02003521,1292,313,223,349,2177
E02003522,1278,337,215,266,2096
E02003523,1502,676,585,814,3577
E02003524,1393,309,196,223,2121
E02003525,1320,221,141,176,1858
E02003526,1198,443,360,678,2679
E02003527,959,342,230,269,1800
E02003529,1435,329,254,386,2404
E02003530,1159,343,248,329,2079
E02003531,1272,382,285,368,2307
E02003532,1187,263,222,207,1879
E02003533,860,189,159,190,1398
E02003534,1255,321,215,238,2029
E02003535,1340,252,169,215,1976
E02003536,1013,282,193,232,1720
E02003537,1660,416,293,424,2793
E02003538,1237,234,180,244,1895
E02003539,1549,305,240,299,2393
E02003540,1497,438,421,572,2928
E02003541,996,269,211,346,1822
E02003542,1068,253,169,252,1742
E02003543,922,231,124,188,1465
E02003544,924,189,125,178,1416
E02003545,837,258,188,328,1611
E02003546,1201,379,313,431,2324
E02003547,977,448,324,596,2345
E02003548,867,211,160,296,1534
E02006821,1043,315,264,433,2055
E02003549,1321,296,203,325,2145
E02003550,1650,434,274,259,2617
E02003551,881,247,172,195,1495
E02003552,1207,346,222,237,2012
E02003553,892,155,91,144,1282
E02003554,1175,329,245,403,2152
E02003555,1513,343,215,294,2365
E02003556,753,250,239,291,1533
E02003557,1030,256,212,343,1841
E02003558,1365,213,178,227,1983
E02003559,1365,364,250,377,2356
E02003560,1008,226,160,229,1623
E02003561,985,206,151,257,1599
E02003562,1016,287,233,331,1867
E02003563,1210,273,209,358,2050
E02003564,939,334,270,444,1987
E02003565,779,113,85,146,1123
E02003566,790,302,237,350,1679
E02003567,1191,257,193,195,1836
E02003568,1102,184,176,212,1674
E02003569,950,181,145,166,1442
E02003570,821,122,63,109,1115
E02003571,730,121,108,244,1203
E02003572,774,274,210,298,1556
E02003573,869,321,272,408,1870
E02003574,969,436,352,382,2139
E02003575,664,214,202,213,1293
E02003576,1071,296,207,270,1844
E02003577,1085,187,131,145,1548
E02003578,875,272,216,261,1624
E02003579,1287,320,244,379,2230
E02003580,738,223,148,165,1274
E02003581,1535,411,344,434,2724
E02003582,1865,602,490,592,3549
E02003583,1466,598,494,432,2990
E02003584,1039,372,251,329,1991
E02003585,1241,612,530,634,3017
E02003586,1262,521,410,533,2726
E02003587,1301,476,339,385,2501
E02003588,1670,448,369,460,2947
E02003589,1468,336,235,313,2352
E02003590,1283,763,631,944,3621
E02003591,1810,571,464,610,3455
E02003592,2485,1042,818,1106,5451
E02003593,1226,479,402,452,2559
E02003594,1662,646,513,658,3479
E02003595,1528,768,632,724,3652
E02003596,1579,719,553,677,3528
E02003597,1094,546,359,432,2431
E02003598,1160,692,495,568,2915
E02003652,1258,443,331,434,2466
E02003653,896,340,250,370,1856
E02003654,837,381,287,258,1763
E02003655,1326,604,379,434,2743
E02003656,1035,384,311,423,2153
E02003657,1100,440,288,366,2194
E02003658,1415,552,370,461,2798
E02003659,1437,461,329,384,2611
E02003660,1290,591,415,485,2781
E02003661,753,294,208,260,1515
E02003662,903,200,156,203,1462
E02003663,1556,215,131,176,2078
E02003664,906,203,122,248,1479
E02003665,817,229,157,221,1424
E02003666,942,217,168,281,1608
E02003667,1232,292,180,171,1875
E02003668,1359,492,411,681,2943
E02003669,873,180,132,150,1335
E02003670,1685,380,248,331,2644
E02003671,823,204,114,95,1236
E02003672,1630,698,504,597,3429
E02003673,1311,626,482,644,3063
E02003674,601,372,289,305,1567
E02003675,1092,420,364,526,2402
E02003676,926,547,427,524,2424
E02003677,1020,437,314,457,2228
E02003678,621,269,193,348,1431
E02003679,640,259,217,375,1491
E02003680,1300,623,521,722,3166
E02003681,1246,469,454,755,2924
E02003682,955,390,289,416,2050
E02003683,1029,331,277,408,2045
E02003685,1147,470,338,506,2461
E02003686,1252,435,385,636,2708
E02003687,901,283,214,347,1745
E02003688,1103,506,442,892,2943
E02003689,1536,460,325,651,2972
E02003690,1190,367,311,581,2449
E02003691,865,384,292,517,2058
E02003692,1240,439,343,544,2566
E02003693,906,420,345,484,2155
E02003694,1115,342,235,404,2096
E02003695,1373,479,330,447,2629
E02003696,878,562,484,823,2747
E02003697,727,397,314,420,1858
E02003698,1086,582,451,554,2673
E02003699,1040,322,237,319,1918
E02003701,1418,469,427,598,2912
E02003702,940,442,351,422,2155
E02003703,990,241,213,260,1704
E02003704,633,334,255,278,1500
E02003705,782,148,99,170,1199
E02003706,695,211,157,255,1318
E02003707,696,196,100,147,1139
E02003708,980,121,90,173,1364
E02003709,595,139,108,170,1012
E02003710,1443,304,239,351,2337
E02003711,997,289,193,274,1753
E02003712,1023,433,324,519,2299
E02003713,626,325,285,469,1705
E02003714,701,299,243,256,1499
E02003715,719,411,336,344,1810
E02003716,537,341,288,422,1588
E02003717,899,535,451,683,2568
E02003718,529,280,227,332,1368
E02006823,1053,570,472,691,2786
E02006824,1137,536,475,643,2791
E02004356,1414,345,279,330,2368
E02004357,1474,396,232,261,2363
E02004358,1335,539,400,625,2899
E02004359,1649,510,427,691,3277
E02004361,1757,473,383,586,3199
E02004362,1667,419,285,386,2757
E02004363,1549,405,343,644,2941
E02004364,1882,548,369,649,3448
E02004365,1512,199,105,181,1997
E02004366,1265,446,346,817,2874
E02004367,1411,634,572,1086,3703
E02006857,1455,613,460,606,3134
E02006858,1098,564,406,374,2442
E02004368,1379,441,294,336,2450
E02004369,1638,834,654,907,4033
E02004370,1160,353,227,214,1954
E02004371,1168,354,245,260,2027
E02004372,951,228,144,210,1533
E02004373,1338,456,330,393,2517
E02004374,1169,382,269,349,2169
E02004375,1145,395,216,354,2110
E02004376,873,257,155,215,1500
E02004377,1646,586,434,675,3341
E02004378,1034,319,241,257,1851
E02004379,971,500,380,423,2274
E02004380,1289,616,485,851,3241
E02004381,1350,494,393,554,2791
E02004382,965,475,357,586,2383
E02004383,1001,407,273,453,2134
E02004384,1154,436,299,455,2344
E02004385,1208,511,387,539,2645
E02004386,977,404,337,377,2095
E02004387,749,211,146,176,1282
E02004388,1190,422,351,457,2420
E02004389,2188,857,714,1089,4848
E02004390,1704,720,564,753,3741
E02004391,1363,486,340,640,2829
E02004392,1452,604,458,570,3084
E02004393,988,593,445,572,2598
E02004394,1344,635,444,561,2984
E02004395,1190,646,492,633,2961
E02004396,1532,935,686,803,3956
E02004397,1303,566,450,604,2923
E02004398,1362,452,358,504,2676
E02004399,1363,673,555,845,3436
E02004400,1603,1247,946,1425,5221
E02004401,1139,847,672,1136,3794
E02004402,1452,647,510,846,3455
E02004403,778,385,310,357,1830
E02004404,847,411,279,372,1909
E02004405,801,424,334,448,2007
E02004406,1083,629,490,779,2981
E02004407,1037,535,436,636,2644
E02004408,1211,434,273,339,2257
E02004409,742,391,312,389,1834
E02004410,1080,608,468,529,2685
E02004411,1050,567,445,495,2557
E02004412,949,531,424,540,2444
E02004413,1008,478,399,555,2440
E02004414,834,318,228,275,1655
E02004415,990,444,336,407,2177
E02004416,969,531,386,413,2299
E02004417,1336,422,372,624,2754
E02004418,1205,356,317,464,2342
E02004419,1304,369,273,395,2341
E02004420,2780,1016,782,1020,5598
E02004421,1292,565,483,778,3118
E02004422,1673,788,601,764,3826
E02004423,1350,671,564,752,3337
E02004675,1108,411,317,364,2200
E02004676,1097,557,376,489,2519
E02004677,790,435,329,391,1945
E02004678,947,472,344,447,2210
E02004679,1294,454,319,465,2532
E02004680,995,255,189,163,1602
E02004681,1755,415,304,321,2795
E02004682,1033,315,224,235,1807
E02004683,944,253,217,363,1777
E02004684,1640,359,260,347,2606
E02004685,860,284,187,343,1674
E02004686,949,291,205,289,1734
E02004687,904,263,190,208,1565
E02004688,1046,340,232,415,2033
E02004689,838,493,349,420,2100
E02004690,1080,390,257,333,2060
E02004691,1101,531,378,630,2640
E02004692,1119,604,465,531,2719
E02004693,1026,309,177,212,1724
E02004694,817,419,307,426,1969
E02004695,1085,234,136,108,1563
E02004696,965,443,331,409,2148
E02004697,973,404,285,442,2104
E02004698,881,268,212,455,1816
E02004699,1613,691,524,756,3584
E02004700,849,185,114,133,1281
E02004702,1148,378,275,316,2117
E02004703,1623,921,627,743,3914
E02004704,798,348,279,304,1729
E02004705,1025,518,402,706,2651
E02004706,912,496,401,582,2391
E02004707,1264,682,589,808,3343
E02004708,989,501,375,632,2497
E02004709,1108,538,405,458,2509
E02004710,900,426,331,360,2017
E02006829,993,465,424,635,2517
E02006838,949,525,451,597,2522
E02004712,1009,530,503,775,2817
E02004713,1038,550,332,497,2417
E02004714,915,548,352,555,2370
E02004715,1035,405,275,417,2132
E02004716,1134,450,333,426,2343
E02004717,1274,370,270,451,2365
E02004718,928,257,168,246,1599
E02004719,1358,589,433,577,2957
E02004720,1831,688,533,788,3840
E02004721,1445,295,190,243,2173
E02004722,1154,390,313,491,2348
E02004723,1614,571,441,651,3277
E02004724,1389,384,296,336,2405
E02004725,905,343,237,424,1909
E02004726,913,352,259,309,1833
E02004727,1195,414,281,366,2256
E02004728,1153,478,366,544,2541
E02004729,995,398,326,428,2147
E02004730,1229,585,502,784,3100
E02004731,1031,469,349,511,2360
E02004732,1203,535,404,617,2759
E02004733,1101,471,320,445,2337
E02004734,1386,568,455,718,3127
E02004735,1080,556,502,685,2823
E02004736,1134,639,517,623,2913
E02004737,930,316,254,417,1917
E02004738,1073,486,366,532,2457
E02004739,1026,575,478,696,2775
E02004740,992,605,474,693,2764
E02004741,1102,516,353,474,2445
E02004742,1107,437,325,425,2294
E02004743,1096,409,293,326,2124
E02004744,1097,226,132,179,1634
E02004745,1184,388,252,294,2118
E02004746,1703,851,619,864,4037
E02004747,991,339,244,358,1932
E02004748,1207,452,342,425,2426
E02004749,1077,542,432,744,2795
E02004750,1130,462,360,540,2492
E02004751,1179,513,463,578,2733
E02004752,1152,532,342,350,2376
E02004753,1433,580,484,568,3065
E02004754,781,473,353,443,2050
E02004755,976,353,338,634,2301
E02004756,1032,459,292,328,2111
E02004757,841,550,447,638,2476
E02004758,930,472,378,533,2313
E02004759,908,437,363,554,2262
E02004760,1027,361,290,474,2152
E02004761,710,329,254,365,1658
E02004764,1238,646,518,807,3209
E02004765,899,389,310,394,1992
E02004766,1048,320,271,468,2107
E02004767,774,201,159,201,1335
E02004768,862,276,180,196,1514
E02004769,787,208,148,166,1309
E02004770,822,248,183,276,1529
E02004771,1133,341,216,341,2031
E02004772,1546,562,441,611,3160
E02004774,1786,752,661,1104,4303
E02004775,1464,641,440,665,3210
E02004776,1078,548,484,573,2683
E02004777,856,486,427,629,2398
E02004778,1099,609,457,646,2811
E02006822,1438,553,372,616,2979
E02006830,844,323,255,266,1688
E02006831,937,450,363,557,2307
E02004779,1622,822,625,938,4007
E02004780,914,354,242,348,1858
E02004781,1235,400,248,321,2204
E02004782,1112,410,324,549,2395
E02004783,1041,322,230,381,1974
E02004784,790,457,343,627,2217
E02004785,786,457,356,530,2129
E02004786,1388,423,301,309,2421
E02004787,1170,657,508,808,3143
E02004788,1139,492,394,481,2506
E02004789,1671,569,479,812,3531
E02004790,1121,479,397,696,2693
E02004791,915,302,216,244,1677
E02004792,1442,682,479,644,3247
E02004793,844,635,499,778,2756
E02004794,1164,576,384,535,2659
E02004795,956,710,557,902,3125
E02004796,1150,957,745,947,3799
E02004797,991,495,383,520,2389
E02004798,833,363,298,430,1924
E02004799,1031,628,564,1002,3225
E02004800,959,908,787,1202,3856
E02004801,770,900,742,1189,3601
E02004802,928,308,231,350,1817
E02004803,1009,307,204,206,1726
E02004804,945,402,250,267,1864
E02004805,972,438,345,427,2182
E02004806,1002,342,214,259,1817
E02004807,1097,381,333,477,2288
E02004808,1334,332,251,378,2295
E02004809,1207,272,208,160,1847
E02004810,1242,234,176,219,1871
E02004811,1182,406,296,433,2317
E02004812,1059,311,225,243,1838
E02004813,1028,245,196,304,1773
E02004814,786,404,288,325,1803
E02004815,645,206,168,151,1170
E02004816,1834,591,469,552,3446
E02004817,859,371,245,419,1894
E02004818,1061,643,495,666,2865
E02004819,906,372,349,585,2212
E02004820,804,436,297,387,1924
E02004821,639,395,332,334,1700
E02004822,1066,547,396,537,2546
E02004823,1165,666,484,601,2916
E02004824,692,465,386,814,2357
E02004825,1449,771,626,788,3634
E02004826,1294,569,429,532,2824
E02004827,905,319,206,234,1664
E02004828,1276,472,300,447,2495
E02004829,742,336,249,321,1648
E02004830,1044,377,299,341,2061
E02004831,1371,507,425,891,3194
E02004832,1099,609,555,773,3036
E02004833,1424,425,349,576,2774
E02004834,1012,271,251,389,1923
E02004835,1412,430,365,613,2820
E02004836,916,182,138,191,1427
E02004837,1273,486,341,483,2583
E02004838,1521,622,424,581,3148
E02004839,1272,567,417,557,2813
E02004840,1418,673,525,694,3310
E02004841,1441,567,405,560,2973
E02004842,1691,587,428,684,3390
E02004996,1102,464,377,486,2429
E02004997,1107,625,441,562,2735
E02004998,923,394,331,415,2063
E02004999,1980,653,480,633,3746
E02005000,1414,363,295,309,2381
E02005001,1610,534,350,453,2947
E02005002,1180,371,294,348,2193
E02005003,1196,305,207,218,1926
E02005004,1637,369,249,316,2571
E02005005,1265,596,417,459,2737
E02005006,928,466,355,431,2180
E02005007,1154,542,444,543,2683
E02005008,883,727,644,943,3197
E02005009,631,467,342,387,1827
E02005010,1118,409,317,532,2376
E02005011,1140,734,575,745,3194
E02005012,1478,617,463,568,3126
E02005013,1324,646,471,631,3072
E02005014,1374,818,604,827,3623
E02005015,1558,587,399,481,3025
E02005016,1119,519,405,521,2564
E02005017,908,443,318,434,2103
E02005018,1350,657,511,605,3123
E02005019,1002,406,272,428,2108
E02005020,1212,413,358,407,2390
E02005021,1069,478,371,491,2409
E02005022,804,263,179,255,1501
E02005023,1069,229,144,263,1705
E02005025,1255,446,296,496,2493
E02005026,1340,423,305,355,2423
E02005027,947,383,290,450,2070
E02006855,899,160,114,163,1336
E02006856,1143,354,295,510,2302
E02005028,1457,206,128,282,2073
E02005029,1331,241,150,184,1906
E02005030,1479,282,244,298,2303
E02005031,940,211,160,226,1537
E02005032,1207,255,158,222,1842
E02005033,983,249,155,173,1560
E02005034,1222,405,257,354,2238
E02005035,1312,363,243,419,2337
E02005036,936,231,171,199,1537
E02005037,1040,419,305,543,2307
E02005038,971,346,243,410,1970
E02005039,1105,310,258,318,1991
E02005040,1073,438,348,590,2449
E02005041,1181,512,394,455,2542
E02005042,1224,698,520,701,3143
E02005043,1200,538,413,540,2691
E02005044,1011,512,391,453,2367
E02005045,1628,458,372,429,2887
E02005046,1459,369,284,301,2413
E02005047,1371,477,438,568,2854
E02005048,1219,513,345,453,2530
E02005049,1374,672,560,634,3240
E02005050,1815,642,486,721,3664
E02005051,2200,483,292,329,3304
E02005052,1156,345,270,373,2144
E02005053,1354,308,183,252,2097
E02005054,1377,555,370,416,2718
E02005055,1023,202,140,174,1539
E02005056,1318,311,209,383,2221
E02005057,1619,384,227,385,2615
E02005058,1172,289,173,252,1886
E02005059,1664,404,313,493,2874
E02005060,1195,331,275,452,2253
E02005061,1128,289,240,319,1976
E02005062,1227,342,278,399,2246
E02005063,1235,320,239,339,2133
E02005064,1166,474,366,466,2472
E02005065,1297,268,211,302,2078
E02005066,1353,576,493,642,3064
E02005067,1068,415,281,330,2094
E02005068,993,377,210,229,1809
E02005069,1157,518,315,462,2452
E02005070,1392,663,519,877,3451
E02005071,1230,277,187,340,2034
E02005072,1338,559,372,418,2687
E02005073,1544,368,216,409,2537
E02005074,1461,572,421,619,3073
E02005075,1940,340,264,354,2898
E02005076,1131,249,173,310,1863
E02005077,965,408,295,368,2036
E02005078,2014,677,473,591,3755
E02005079,1089,556,463,563,2671
E02005080,1220,437,363,489,2509
E02005081,1104,502,406,547,2559
E02005082,2189,578,419,512,3698
E02005083,1060,441,393,484,2378
E02005084,1813,425,354,440,3032
E02005085,1154,363,268,351,2136
E02005086,834,388,304,356,1882
E02005087,1203,457,304,440,2404
E02005088,1613,428,262,462,2765
E02005089,1095,334,291,376,2096
E02005090,824,438,416,593,2271
E02005091,1113,401,306,445,2265
E02005093,985,460,361,392,2198
E02005094,1076,454,347,502,2379
E02005095,741,401,351,531,2024
E02005096,963,431,292,511,2197
E02005097,899,440,343,551,2233
E02005098,979,450,388,793,2610
E02005099,865,457,363,445,2130
E02005100,1130,507,412,556,2605
E02005101,870,440,273,343,1926
E02006832,863,414,277,210,1764
E02005102,1024,585,385,493,2487
E02005103,1452,534,366,424,2776
E02005104,1590,476,280,384,2730
E02005105,1312,258,168,184,1922
E02005106,1696,466,300,372,2834
E02005107,2458,850,568,783,4659
E02005109,1180,635,518,793,3126
E02005110,1216,527,431,485,2659
E02005111,1284,636,491,732,3143
E02005112,1139,648,459,530,2776
E02005113,1160,638,471,618,2887
E02005114,907,478,339,375,2099
E02006879,1026,222,166,240,1654
E02006880,1279,339,289,473,2380
E02005115,568,172,121,137,998
E02005116,647,241,197,234,1319
E02005117,908,526,389,400,2223
E02005118,1252,481,343,465,2541
E02005119,679,391,290,291,1651
E02005120,931,567,379,347,2224
E02005121,1943,504,283,270,3000
E02005122,981,482,335,393,2191
E02005123,1643,562,395,465,3065
E02005124,1045,333,242,366,1986
E02005125,1079,343,232,285,1939
E02005126,1080,517,413,541,2551
E02005127,1307,524,460,490,2781
E02005128,1158,510,369,469,2506
E02005129,1517,641,467,684,3309
E02005130,1190,490,375,474,2529
E02005131,817,398,300,314,1829
E02005132,1417,340,239,432,2428
E02005133,1730,816,591,776,3913
E02005134,1420,279,168,172,2039
E02005135,1480,316,248,314,2358
E02005136,1427,479,363,438,2707
E02005137,1387,352,247,310,2296
E02005138,1129,619,485,692,2925
E02005139,1115,917,742,1046,3820
E02005140,1133,654,522,719,3028
E02005141,874,561,374,503,2312
E02005142,980,531,408,559,2478
E02005143,889,419,326,412,2046
E02005144,908,373,241,295,1817
E02005145,1025,551,437,424,2437
E02005146,736,317,182,221,1456
E02005147,705,445,314,381,1845
E02005148,934,606,536,646,2722
E02005149,1347,540,432,474,2793
E02005150,1212,483,330,425,2450
E02005151,1440,641,535,608,3224
E02005153,1012,511,381,596,2500
E02005154,1296,656,512,698,3162
E02005155,1300,523,352,366,2541
E02005156,1028,466,360,464,2318
E02005157,942,387,325,489,2143
E02005158,908,400,301,438,2047
E02005159,1058,464,407,642,2571
E02005160,1435,433,345,640,2853
E02005161,1009,324,195,323,1851
E02006833,1370,693,503,636,3202
E02005162,1457,619,454,571,3101
E02005163,1142,367,250,348,2107
E02005164,1226,341,273,392,2232
E02005165,1261,485,385,484,2615
E02005166,1025,228,170,224,1647
E02005167,1090,489,338,510,2427
E02005168,1047,278,226,509,2060
E02005169,1140,295,189,278,1902
E02005170,1318,371,328,660,2677
E02005171,845,258,205,325,1633
E02005172,1238,455,379,397,2469
E02005173,1160,427,369,556,2512
E02005174,919,444,355,558,2276
E02005175,1113,528,406,543,2590
E02005921,1010,376,302,382,2070
E02005922,995,296,208,190,1689
E02005923,609,210,163,216,1198
E02005924,1100,295,228,449,2072
E02005925,880,326,213,272,1691
E02005926,1066,551,444,705,2766
E02005927,725,348,241,231,1545
E02005928,1220,604,464,569,2857
E02005929,920,515,342,413,2190
E02005930,1125,523,336,496,2480
E02005931,1140,428,265,400,2233
E02005932,741,196,125,101,1163
E02005933,908,338,236,276,1758
E02005934,1122,422,319,458,2321
E02005935,852,221,187,363,1623
E02005936,1412,525,399,501,2837
E02005937,740,415,315,585,2055
E02005938,622,265,181,344,1412
E02005939,736,375,248,467,1826
E02005940,823,327,245,399,1794
E02005941,794,327,244,363,1728
E02005942,621,286,246,318,1471
E02005943,951,258,208,388,1805
E02005944,1409,223,163,215,2010
E02005945,2053,334,286,431,3104
E02005946,1530,332,268,334,2464
E02005947,1249,160,151,158,1718
E02005948,567,181,144,173,1065
E02005949,1370,151,105,191,1817
E02005950,1046,274,143,185,1648
E02005951,569,193,132,215,1109
E02005952,1909,309,215,356,2789
E02005953,680,175,95,115,1065
E02005954,1057,336,282,497,2172
E02005955,1190,311,211,316,2028
E02005956,844,184,141,238,1407
E02005957,849,119,100,173,1241
E02005958,685,278,215,240,1418
E02005959,879,367,267,319,1832
E02005960,763,445,328,536,2072
E02005961,861,420,330,474,2085
E02005962,1086,599,456,493,2634
E02005963,1191,425,374,488,2478
E02005964,847,445,357,483,2132
E02005965,662,323,268,339,1592
