MSOA,White%,Mixed%,Asian%,Black%,Other%
E02001563,0.9019,0.0139,0.0715,0.0079,0.0048
E02001564,0.9705,0.0101,0.0159,0.0025,0.0011
E02001565,0.8939,0.0126,0.0784,0.0088,0.0063
E02001566,0.9205,0.0181,0.0359,0.0212,0.0043
E02001567,0.9487,0.0139,0.0228,0.0133,0.0013
E02001568,0.9822,0.0064,0.0054,0.0051,0.0008
E02001569,0.9824,0.0081,0.0055,0.0026,0.0013
E02001570,0.9774,0.0099,0.008,0.0034,0.0013
E02001571,0.9758,0.0079,0.0115,0.0033,0.0015
E02001572,0.9779,0.0093,0.0068,0.0047,0.0014
E02001573,0.9878,0.0062,0.0023,0.0023,0.0014
E02001574,0.9791,0.0069,0.0051,0.0083,0.0006
E02001575,0.9838,0.0043,0.0078,0.0034,0.0007
E02001576,0.9751,0.0072,0.0132,0.0033,0.0012
E02001577,0.9824,0.0055,0.0069,0.0034,0.0018
E02001578,0.9829,0.0062,0.0074,0.0023,0.0012
E02001579,0.9758,0.008,0.0066,0.0072,0.0024
E02001580,0.9781,0.0064,0.008,0.0045,0.003
E02001581,0.9839,0.0063,0.0061,0.0019,0.0017
E02001582,0.9785,0.005,0.0101,0.0043,0.0021
E02001583,0.9763,0.0095,0.009,0.0025,0.0026
E02001584,0.9859,0.0048,0.0062,0.0015,0.0015
E02001585,0.955,0.0136,0.0156,0.0125,0.0034
E02001586,0.9696,0.0089,0.0076,0.0101,0.0038
E02001587,0.9753,0.0082,0.0103,0.0034,0.0027
E02001588,0.9733,0.0074,0.0048,0.0108,0.0038
E02001589,0.9787,0.0056,0.0108,0.0021,0.0028
E02001590,0.9086,0.0195,0.0495,0.0175,0.0049
E02001591,0.7505,0.0164,0.1819,0.0293,0.0219
E02001592,0.9733,0.0082,0.0126,0.0047,0.0012
E02001593,0.6939,0.0231,0.2302,0.034,0.0189
E02001594,0.6743,0.0333,0.2099,0.0395,0.043
E02001595,0.9864,0.0046,0.0064,0.0018,0.0008
E02001596,0.9787,0.0053,0.0117,0.0021,0.0022
E02001597,0.9809,0.0099,0.0068,0.0015,0.0009
E02001598,0.9285,0.0137,0.0505,0.0044,0.0029
E02001599,0.9748,0.0054,0.0163,0.0027,0.0008
E02001600,0.6731,0.0177,0.2693,0.0201,0.0198
E02001601,0.9367,0.0117,0.0432,0.0044,0.004
E02001602,0.9462,0.0092,0.0307,0.0115,0.0025
E02001603,0.9842,0.0061,0.0052,0.0018,0.0027
E02001604,0.9607,0.0091,0.0143,0.0126,0.0033
E02001605,0.9793,0.0083,0.0079,0.0035,0.0011
E02001606,0.9829,0.0087,0.0057,0.0021,0.0005
E02001607,0.9744,0.0096,0.0113,0.0037,0.0009
E02001608,0.9774,0.0067,0.0079,0.0064,0.0016
E02001609,0.9877,0.0059,0.0053,0.0006,0.0006
E02001610,0.9805,0.0056,0.0091,0.0029,0.0019
E02001611,0.9838,0.0045,0.0033,0.0072,0.0012
E02001612,0.9802,0.007,0.0068,0.005,0.001
E02001613,0.9735,0.0111,0.0079,0.0057,0.0018
E02001614,0.9695,0.0089,0.0112,0.007,0.0033
E02001615,0.9645,0.0109,0.016,0.0055,0.0032
E02001616,0.9718,0.0102,0.0051,0.0087,0.0042
E02001617,0.8725,0.0319,0.0287,0.0524,0.0146
E02001618,0.9593,0.0095,0.0134,0.0111,0.0067
E02001619,0.9456,0.0158,0.014,0.0166,0.0081
E02001620,0.826,0.0371,0.0554,0.0576,0.0239
E02001621,0.8647,0.0272,0.0451,0.0406,0.0223
E02001622,0.9305,0.0253,0.0145,0.0208,0.0088
E02001623,0.6152,0.0452,0.144,0.0976,0.098
E02001624,0.7922,0.041,0.0791,0.0597,0.0279
E02001625,0.8686,0.0363,0.0418,0.0398,0.0135
E02001626,0.9607,0.0171,0.0074,0.0063,0.0085
E02001627,0.9082,0.0231,0.0245,0.0344,0.0097
E02001628,0.3952,0.031,0.4617,0.0623,0.0499
E02001629,0.7087,0.0424,0.1136,0.0865,0.0489
E02001630,0.342,0.0308,0.4476,0.1097,0.0699
E02001631,0.9544,0.0148,0.0116,0.0084,0.0109
E02001632,0.3176,0.061,0.2702,0.1894,0.1617
E02001633,0.9787,0.0093,0.0073,0.0022,0.0026
E02001634,0.9166,0.024,0.0309,0.0142,0.0142
E02001635,0.9605,0.0159,0.0114,0.0076,0.0045
E02001636,0.6492,0.0424,0.1206,0.0918,0.0961
E02001637,0.3502,0.0235,0.4858,0.0839,0.0566
E02001638,0.8823,0.0273,0.0558,0.019,0.0156
E02001639,0.9081,0.0198,0.0481,0.0114,0.0127
E02001640,0.8508,0.0308,0.0642,0.0279,0.0263
E02001642,0.8068,0.0217,0.1355,0.0232,0.0128
E02001643,0.9108,0.0164,0.0528,0.0068,0.0132
E02001646,0.8456,0.0225,0.0726,0.0313,0.0279
E02001647,0.9203,0.0141,0.0457,0.017,0.0029
E02001648,0.8905,0.0294,0.0595,0.0127,0.0078
E02001649,0.8544,0.0386,0.0366,0.0484,0.0221
E02001650,0.6223,0.0351,0.1843,0.1041,0.0541
E02001651,0.898,0.0145,0.0682,0.009,0.0104
E02001652,0.6036,0.0266,0.295,0.0493,0.0255
E02001653,0.7954,0.0469,0.0674,0.065,0.0253
E02001654,0.9438,0.0183,0.0114,0.0184,0.0081
E02001655,0.9314,0.0199,0.0116,0.0329,0.0042
E02001656,0.8395,0.0263,0.1013,0.0191,0.0138
E02001657,0.9196,0.0263,0.0363,0.0118,0.006
E02001658,0.8747,0.0359,0.0242,0.0513,0.0139
E02001659,0.9373,0.025,0.0167,0.0155,0.0056
E02001660,0.7156,0.0296,0.214,0.0313,0.0095
E02001661,0.7983,0.0372,0.0668,0.0763,0.0214
E02001662,0.9456,0.0186,0.0144,0.0177,0.0038
E02001663,0.8533,0.0351,0.0673,0.033,0.0113
E02001664,0.9186,0.0182,0.0206,0.0349,0.0076
E02001665,0.9101,0.0221,0.0495,0.0103,0.008
E02001666,0.9572,0.0168,0.0126,0.0095,0.0039
E02001669,0.9229,0.0226,0.0318,0.0175,0.0052
E02001670,0.8814,0.0368,0.0158,0.0477,0.0183
E02001671,0.9495,0.0131,0.0199,0.0131,0.0044
E02001672,0.9695,0.0086,0.0105,0.0083,0.0031
E02001673,0.9664,0.0061,0.0166,0.0066,0.0043
E02001674,0.9629,0.0117,0.0119,0.01,0.0034
E02001675,0.9535,0.0143,0.0127,0.0145,0.0051
E02001676,0.9559,0.0164,0.0176,0.0066,0.0035
E02001678,0.944,0.0169,0.0259,0.0076,0.0057
E02001679,0.9233,0.0252,0.0198,0.0253,0.0064
E02001680,0.9053,0.0263,0.0142,0.0397,0.0145
E02001681,0.9485,0.0122,0.0255,0.0076,0.0062
E02006803,0.9674,0.011,0.0123,0.0051,0.0042
E02006843,0.5094,0.0198,0.3269,0.0718,0.0721
E02006844,0.5792,0.0282,0.2075,0.1042,0.0809
E02006868,0.7212,0.0416,0.112,0.0849,0.0402
E02006869,0.965,0.0097,0.0117,0.0085,0.0052
E02002183,0.9855,0.0073,0.0055,0.0007,0.0009
E02002184,0.9718,0.0127,0.0112,0.0022,0.0021
E02002185,0.9822,0.0086,0.0055,0.0015,0.0022
E02002186,0.9668,0.0064,0.0202,0.0032,0.0034
E02002187,0.9791,0.0104,0.0078,0.0017,0.001
E02002188,0.869,0.0105,0.1136,0.003,0.0039
E02002189,0.5322,0.0117,0.442,0.0072,0.007
E02002190,0.509,0.017,0.4577,0.0067,0.0097
E02002191,0.657,0.0169,0.3107,0.0084,0.007
E02002192,0.9602,0.0122,0.0195,0.005,0.0031
E02002193,0.8644,0.0171,0.097,0.0131,0.0083
E02002194,0.9509,0.0177,0.0244,0.0052,0.0017
E02002195,0.964,0.0106,0.0185,0.0033,0.0036
E02002196,0.965,0.0097,0.019,0.0039,0.0024
E02002197,0.9409,0.0171,0.0194,0.0094,0.0132
E02002198,0.9608,0.0155,0.0147,0.0036,0.0054
E02002199,0.9604,0.017,0.0147,0.0061,0.0019
E02002200,0.8816,0.0242,0.0796,0.0065,0.008
E02002201,0.9197,0.0195,0.0418,0.0122,0.0068
E02002202,0.8752,0.031,0.077,0.011,0.0058
E02002203,0.9103,0.0311,0.0398,0.0082,0.0106
E02002204,0.9368,0.0143,0.0399,0.0032,0.0057
E02002205,0.9687,0.0111,0.0128,0.0039,0.0037
E02002206,0.8465,0.0269,0.0906,0.0208,0.0153
E02002207,0.3862,0.0266,0.547,0.0164,0.0239
E02002208,0.9087,0.0293,0.0412,0.0126,0.0083
E02002209,0.8527,0.0242,0.0941,0.0232,0.0058
E02002210,0.6095,0.035,0.2971,0.0176,0.0408
E02002211,0.2991,0.0313,0.645,0.0096,0.0151
E02002212,0.346,0.0358,0.5806,0.0175,0.02
E02002213,0.9484,0.0196,0.0222,0.0077,0.0021
E02002214,0.8285,0.0233,0.133,0.01,0.0052
E02002215,0.1091,0.0163,0.839,0.0123,0.0234
E02002216,0.1671,0.0217,0.7602,0.0254,0.0256
E02002217,0.4203,0.0341,0.5092,0.0178,0.0185
E02002218,0.6901,0.0369,0.2364,0.0262,0.0105
E02002219,0.1484,0.0227,0.7905,0.0203,0.018
E02002220,0.2441,0.0249,0.7059,0.0129,0.0123
E02002221,0.2362,0.0362,0.6214,0.0449,0.0612
E02002222,0.5555,0.0353,0.3642,0.0269,0.0181
E02002223,0.1817,0.0276,0.7075,0.0323,0.0509
E02002224,0.1082,0.0228,0.8345,0.0124,0.0221
E02002225,0.895,0.0244,0.064,0.008,0.0086
E02002226,0.192,0.0196,0.7057,0.0515,0.0312
E02002227,0.4456,0.0449,0.4237,0.0486,0.0372
E02002228,0.7473,0.0409,0.167,0.0294,0.0153
E02002229,0.785,0.025,0.1683,0.0096,0.012
E02002230,0.2853,0.0435,0.51,0.0819,0.0794
E02002231,0.5225,0.0322,0.4155,0.0116,0.0182
E02002232,0.5146,0.0514,0.3887,0.0269,0.0184
E02002233,0.2691,0.0446,0.6238,0.0411,0.0213
E02002234,0.876,0.0386,0.0286,0.0532,0.0037
E02002235,0.4083,0.0428,0.4651,0.0536,0.0302
E02002236,0.7579,0.0358,0.1744,0.0192,0.0127
E02002237,0.7891,0.0324,0.1487,0.0183,0.0114
E02002238,0.719,0.0431,0.1988,0.0304,0.0087
E02002239,0.8262,0.0327,0.0912,0.0318,0.0181
E02002240,0.9523,0.0159,0.0249,0.004,0.0029
E02002241,0.9088,0.034,0.037,0.0175,0.0027
E02002242,0.9029,0.0257,0.0601,0.0081,0.0032
E02002243,0.9279,0.0244,0.0276,0.0137,0.0063
E02002244,0.9817,0.0111,0.0037,0.0032,0.0003
E02002245,0.9701,0.0169,0.0073,0.0053,0.0004
E02002246,0.9726,0.0094,0.0156,0.0015,0.0008
E02002247,0.9701,0.0181,0.0061,0.0028,0.0029
E02002248,0.9676,0.0162,0.0108,0.0033,0.0021
E02002249,0.9571,0.0206,0.0112,0.0107,0.0004
E02002250,0.9767,0.01,0.009,0.0029,0.0014
E02002251,0.9246,0.0168,0.0466,0.0075,0.0045
E02002252,0.9255,0.0138,0.0561,0.004,0.0007
E02002253,0.6274,0.0214,0.3402,0.0064,0.0046
E02002254,0.9719,0.012,0.013,0.0017,0.0014
E02002255,0.2316,0.0184,0.7205,0.0161,0.0134
E02002256,0.9384,0.0148,0.0429,0.0028,0.0011
E02002257,0.3454,0.0181,0.6232,0.0095,0.0039
E02002258,0.9739,0.0112,0.0086,0.0047,0.0016
E02002259,0.8217,0.0158,0.1562,0.0036,0.0027
E02002260,0.9676,0.0115,0.0173,0.0019,0.0016
E02002261,0.9615,0.0112,0.0218,0.003,0.0025
E02002262,0.9656,0.0116,0.0166,0.0043,0.0019
E02002263,0.9839,0.0087,0.0049,0.0022,0.0003
E02002264,0.8964,0.0129,0.0796,0.0047,0.0064
E02002265,0.9764,0.0081,0.0142,0.0007,0.0006
E02002266,0.9619,0.0124,0.018,0.0064,0.0014
E02002267,0.9606,0.0142,0.0188,0.0047,0.0017
E02002268,0.9314,0.0166,0.0467,0.0047,0.0006
E02002269,0.9776,0.0111,0.0072,0.0029,0.0011
E02002270,0.977,0.0093,0.0114,0.0013,0.001
E02002271,0.9546,0.0142,0.0207,0.0056,0.0048
E02002272,0.9695,0.013,0.0115,0.0042,0.0017
E02002273,0.9699,0.0096,0.0168,0.0036,0.0002
E02002274,0.963,0.0107,0.02,0.0043,0.002
E02002275,0.9441,0.0103,0.0372,0.006,0.0025
E02002276,0.8992,0.0201,0.0749,0.0023,0.0036
E02002277,0.6456,0.016,0.3315,0.0045,0.0025
E02002278,0.9608,0.0133,0.0201,0.0049,0.0009
E02002279,0.936,0.0131,0.0454,0.0037,0.0018
E02002280,0.4086,0.0139,0.5698,0.0042,0.0035
E02002281,0.685,0.0126,0.2947,0.0051,0.0026
E02002282,0.4991,0.0157,0.4752,0.0058,0.0042
E02002283,0.2487,0.0119,0.7357,0.0013,0.0024
E02002284,0.9205,0.0142,0.0608,0.0035,0.001
E02002285,0.9443,0.0113,0.042,0.0019,0.0005
E02002286,0.6768,0.0219,0.2872,0.0081,0.0061
E02002287,0.5187,0.0157,0.4567,0.0042,0.0048
E02002288,0.9216,0.0165,0.0562,0.0051,0.0006
E02002289,0.4229,0.027,0.5404,0.0064,0.0034
E02002290,0.9648,0.0106,0.022,0.001,0.0016
E02002291,0.9605,0.0188,0.0111,0.0078,0.0018
E02002292,0.7575,0.0491,0.131,0.0499,0.0124
E02002293,0.3541,0.0236,0.6082,0.0068,0.0073
E02002294,0.2421,0.0109,0.737,0.0036,0.0065
E02002295,0.6074,0.1121,0.0832,0.179,0.0182
E02002296,0.964,0.0158,0.0147,0.0035,0.0019
E02002297,0.6788,0.0262,0.2515,0.0297,0.0138
E02002298,0.9652,0.0123,0.0196,0.0021,0.0009
E02002299,0.5197,0.0814,0.2386,0.1273,0.033
E02002300,0.8788,0.022,0.0775,0.0168,0.0049
E02002301,0.3771,0.0359,0.5061,0.0631,0.0178
E02002302,0.9374,0.0232,0.0268,0.0106,0.002
E02002303,0.8191,0.0371,0.1155,0.0218,0.0065
E02002304,0.7036,0.0362,0.1923,0.0414,0.0264
E02002305,0.7262,0.0563,0.1206,0.0789,0.018
E02002306,0.9335,0.0154,0.0402,0.0063,0.0046
E02002307,0.8691,0.0355,0.0525,0.0351,0.0078
E02002308,0.8994,0.0325,0.0466,0.0187,0.0028
E02002309,0.5741,0.0389,0.3284,0.0393,0.0194
E02002310,0.8542,0.0372,0.0585,0.0317,0.0184
E02002311,0.9427,0.0263,0.0137,0.0134,0.0039
E02002312,0.7546,0.0476,0.1214,0.0544,0.022
E02002313,0.2922,0.0291,0.6015,0.0365,0.0407
E02002314,0.8962,0.03,0.0386,0.0285,0.0068
E02002315,0.9007,0.0341,0.0354,0.0257,0.0041
E02002316,0.9664,0.0145,0.0137,0.0042,0.0012
E02002317,0.641,0.046,0.2465,0.0551,0.0114
E02002318,0.8321,0.0434,0.08,0.0351,0.0094
E02002319,0.9661,0.0147,0.0124,0.0055,0.0014
E02002320,0.904,0.0236,0.0488,0.0191,0.0045
E02002321,0.9508,0.0159,0.0238,0.0069,0.0026
E02002322,0.9769,0.0103,0.0059,0.0062,0.0006
E02002323,0.9645,0.0153,0.0133,0.0054,0.0015
E02002324,0.9862,0.0074,0.0054,0.0006,0.0005
E02002325,0.9746,0.0114,0.0116,0.0019,0.0006
E02002326,0.9823,0.0088,0.0059,0.0018,0.0013
E02002327,0.983,0.0073,0.0071,0.0021,0.0004
E02002328,0.9782,0.0135,0.0066,0.0014,0.0003
E02002329,0.9803,0.0092,0.0062,0.0033,0.001
E02002330,0.9801,0.0073,0.0094,0.0023,0.0009
E02002331,0.951,0.0173,0.0243,0.0055,0.002
E02002332,0.9774,0.0109,0.0091,0.0021,0.0005
E02002333,0.9792,0.01,0.0068,0.0023,0.0018
E02002334,0.9869,0.0056,0.0049,0.0006,0.002
E02002335,0.9456,0.0144,0.0295,0.0058,0.0046
E02002336,0.9577,0.014,0.0194,0.004,0.0049
E02002337,0.9656,0.0098,0.0174,0.0039,0.0033
E02002338,0.9694,0.0125,0.011,0.0024,0.0047
E02002339,0.9739,0.0093,0.0126,0.0023,0.0019
E02002340,0.9738,0.0094,0.013,0.0022,0.0016
E02002341,0.8283,0.0171,0.1237,0.0162,0.0147
E02002342,0.9268,0.0172,0.0315,0.0092,0.0153
E02002343,0.9667,0.0094,0.019,0.0038,0.001
E02002344,0.769,0.0223,0.1653,0.0169,0.0266
E02002345,0.8321,0.0185,0.1074,0.0133,0.0287
E02002346,0.896,0.0293,0.0319,0.0112,0.0316
E02002347,0.7232,0.0512,0.134,0.0577,0.0338
E02002348,0.8385,0.0319,0.0758,0.0131,0.0407
E02002349,0.8462,0.0316,0.0885,0.0199,0.0138
E02002350,0.9703,0.0102,0.0155,0.0023,0.0018
E02002351,0.9413,0.0132,0.0407,0.0013,0.0035
E02002352,0.7464,0.0274,0.1737,0.0275,0.025
E02002353,0.7696,0.0364,0.1468,0.0294,0.0177
E02002354,0.6872,0.0328,0.2188,0.0309,0.0303
E02002356,0.9481,0.0145,0.0287,0.0047,0.004
E02002357,0.9349,0.022,0.0265,0.0109,0.0058
E02002358,0.9124,0.0151,0.0564,0.014,0.002
E02002359,0.974,0.0097,0.0106,0.0036,0.002
E02002360,0.8065,0.0492,0.0897,0.0449,0.0098
E02002361,0.7691,0.0569,0.1241,0.0405,0.0094
E02002362,0.8413,0.0394,0.0699,0.0344,0.0149
E02002363,0.8298,0.0388,0.0682,0.05,0.013
E02002364,0.9374,0.0251,0.0187,0.0149,0.0038
E02002366,0.5604,0.0314,0.3362,0.0538,0.0182
E02002367,0.615,0.0778,0.1058,0.1777,0.0237
E02002368,0.9545,0.014,0.0254,0.0026,0.0035
E02002369,0.8276,0.0314,0.0836,0.0504,0.0069
E02002370,0.9448,0.025,0.0125,0.0147,0.003
E02002371,0.3453,0.0851,0.259,0.2951,0.0155
E02002373,0.9045,0.0308,0.0471,0.0126,0.0049
E02002374,0.8023,0.0354,0.0948,0.0277,0.0398
E02002375,0.9214,0.0233,0.02,0.0301,0.0052
E02002376,0.5481,0.0518,0.2824,0.1077,0.0099
E02002377,0.1582,0.0625,0.6245,0.1261,0.0287
E02002379,0.914,0.0311,0.0208,0.0319,0.0023
E02002380,0.9626,0.0176,0.0106,0.0068,0.0023
E02002381,0.9531,0.0172,0.0179,0.0098,0.002
E02002382,0.3623,0.0512,0.4268,0.1368,0.023
E02002383,0.7748,0.0436,0.1435,0.0234,0.0147
E02002384,0.527,0.0598,0.1822,0.1648,0.0663
E02002385,0.7553,0.0486,0.1293,0.0504,0.0164
E02002386,0.9746,0.009,0.0089,0.0064,0.0012
E02002387,0.9511,0.02,0.013,0.0132,0.0027
E02002388,0.8923,0.0298,0.0417,0.0322,0.0039
E02002389,0.7512,0.0427,0.0652,0.1355,0.0055
E02002390,0.9283,0.0279,0.0236,0.0165,0.0036
E02002391,0.9628,0.0126,0.019,0.0053,0.0003
E02002392,0.6847,0.0422,0.1939,0.047,0.0322
E02002393,0.4367,0.0717,0.1967,0.2351,0.0598
E02002394,0.6762,0.0632,0.0915,0.1497,0.0193
E02002395,0.6355,0.0177,0.3095,0.0132,0.0241
E02002396,0.8904,0.0207,0.07,0.0126,0.0063
E02002397,0.9596,0.0145,0.0198,0.0043,0.0017
E02002398,0.9753,0.011,0.0079,0.0048,0.0009
E02002399,0.8711,0.0277,0.0463,0.0524,0.0026
E02002400,0.8009,0.0353,0.1106,0.0409,0.0124
E02002401,0.8349,0.0413,0.039,0.0808,0.004
E02002402,0.9687,0.0087,0.0149,0.0047,0.0031
E02002403,0.9761,0.0084,0.011,0.0031,0.0013
E02002404,0.7882,0.0464,0.069,0.0781,0.0182
E02002405,0.9208,0.0163,0.0565,0.0035,0.0029
E02002406,0.9803,0.0066,0.0088,0.0038,0.0004
E02002407,0.917,0.0257,0.0318,0.0243,0.0013
E02002408,0.9591,0.013,0.0221,0.0044,0.0014
E02002409,0.9476,0.0177,0.0158,0.0155,0.0034
E02002410,0.9096,0.0193,0.0438,0.024,0.0033
E02002411,0.6954,0.0329,0.1718,0.0815,0.0184
E02002412,0.9335,0.0178,0.0347,0.0122,0.0018
E02002414,0.7217,0.044,0.1371,0.0807,0.0164
E02002415,0.4276,0.0437,0.4089,0.0995,0.0204
E02002416,0.9804,0.0074,0.0079,0.0028,0.0014
E02002417,0.9804,0.007,0.0049,0.0065,0.0013
E02002418,0.9782,0.0115,0.0051,0.0033,0.0019
E02002419,0.8518,0.0312,0.0506,0.0526,0.0139
E02002420,0.8094,0.0252,0.1347,0.0236,0.0071
E02002421,0.8988,0.0287,0.0162,0.0558,0.0005
E02002422,0.9256,0.0184,0.0445,0.0065,0.005
E02002423,0.9411,0.0197,0.0076,0.0277,0.0039
E02002424,0.9556,0.0139,0.0222,0.0059,0.0024
E02002425,0.964,0.0091,0.0218,0.0031,0.002
E02002426,0.9684,0.0133,0.0138,0.003,0.0014
E02002427,0.9638,0.0133,0.0146,0.0055,0.0028
E02002428,0.9231,0.019,0.0246,0.0327,0.0006
E02002429,0.9669,0.0132,0.0167,0.0027,0.0005
E02002430,0.9214,0.0157,0.0149,0.0468,0.0011
E02002431,0.9491,0.0153,0.0262,0.0061,0.0034
E02002432,0.9831,0.0069,0.004,0.0036,0.0024
E02002433,0.9414,0.0131,0.0358,0.0071,0.0026
E02002434,0.9426,0.0143,0.0238,0.0166,0.0028
E02002435,0.9529,0.0145,0.0207,0.0077,0.0042
E02002436,0.9664,0.0135,0.0136,0.0038,0.0027
E02002437,0.9514,0.011,0.0304,0.0034,0.0039
E02006852,0.8738,0.0315,0.0748,0.0099,0.01
E02006861,0.8535,0.0397,0.0643,0.0285,0.014
E02006875,0.7161,0.0366,0.1525,0.0211,0.0738
E02006876,0.8414,0.0259,0.0773,0.0362,0.0192
E02002438,0.9854,0.0061,0.0033,0.0043,0.0009
E02002439,0.975,0.0067,0.012,0.0047,0.0016
E02002440,0.9823,0.0059,0.0053,0.0052,0.0013
E02002441,0.9714,0.0079,0.0115,0.007,0.0023
E02002442,0.9772,0.006,0.0115,0.0049,0.0004
E02002443,0.9591,0.0079,0.0237,0.0076,0.0017
E02002444,0.9514,0.0151,0.0252,0.0056,0.0027
E02002445,0.9674,0.0067,0.017,0.0061,0.0027
E02002446,0.9833,0.0065,0.0078,0.0013,0.0012
E02002447,0.9761,0.0062,0.0125,0.0044,0.0008
E02002448,0.9811,0.0071,0.0061,0.0029,0.0028
E02002449,0.973,0.0086,0.012,0.0044,0.002
E02002450,0.9667,0.0067,0.0216,0.0034,0.0016
E02002451,0.972,0.0103,0.0128,0.0045,0.0004
E02002452,0.9573,0.008,0.023,0.0094,0.0023
E02002453,0.971,0.0077,0.0125,0.0078,0.001
E02002454,0.7,0.0183,0.2277,0.0328,0.0212
E02002455,0.9774,0.0067,0.0115,0.0039,0.0005
E02002456,0.8448,0.0184,0.1027,0.0247,0.0093
E02002457,0.8311,0.0172,0.1136,0.023,0.015
E02002458,0.9721,0.0106,0.011,0.005,0.0014
E02002459,0.9205,0.0103,0.0547,0.0104,0.0042
E02002460,0.9823,0.005,0.0079,0.0037,0.0011
E02002461,0.9772,0.0076,0.0117,0.0033,0.0002
E02002462,0.98,0.0067,0.0086,0.0033,0.0014
E02002463,0.9328,0.0183,0.0203,0.0255,0.0031
E02002464,0.9823,0.0041,0.0094,0.0018,0.0024
E02002465,0.9053,0.0122,0.059,0.017,0.0065
E02002466,0.9747,0.0099,0.0082,0.0031,0.004
E02002467,0.8001,0.0205,0.1316,0.0369,0.0108
E02002468,0.9782,0.0088,0.0081,0.0035,0.0015
E02002469,0.9859,0.0057,0.0045,0.0032,0.0007
E02002470,0.9386,0.0094,0.043,0.0028,0.0062
E02002471,0.9756,0.0074,0.0111,0.0046,0.0012
E02002472,0.978,0.0077,0.008,0.004,0.0022
E02002473,0.9798,0.0055,0.0098,0.0039,0.0009
E02002474,0.9704,0.0072,0.0116,0.0093,0.0015
E02002475,0.9721,0.0079,0.0147,0.004,0.0013
E02002476,0.9767,0.0086,0.0068,0.0068,0.001
E02002477,0.984,0.0093,0.0044,0.0019,0.0003
E02002478,0.9895,0.0048,0.0038,0.0014,0.0005
E02002479,0.9834,0.0079,0.0066,0.0019,0.0001
E02002480,0.9854,0.0031,0.0068,0.0036,0.0012
E02002481,0.9836,0.0098,0.0025,0.003,0.0011
E02002482,0.989,0.0058,0.0027,0.0021,0.0004
E02002796,0.9553,0.009,0.0259,0.0033,0.0065
E02002797,0.9573,0.0096,0.0199,0.0089,0.0043
E02002798,0.94,0.0159,0.0313,0.0104,0.0025
E02002799,0.9398,0.0274,0.0132,0.0164,0.0033
E02002800,0.9438,0.0184,0.0245,0.0094,0.0039
E02002801,0.9608,0.0168,0.0096,0.0105,0.0022
E02002802,0.9368,0.0228,0.0195,0.0165,0.0044
E02002803,0.8788,0.0305,0.042,0.0288,0.0198
E02002804,0.9451,0.0204,0.0135,0.0177,0.0033
E02002805,0.979,0.0084,0.0074,0.0039,0.0014
E02002806,0.8989,0.0263,0.0414,0.0249,0.0086
E02002807,0.9553,0.0178,0.0171,0.0064,0.0033
E02002808,0.8206,0.0427,0.0679,0.0509,0.0179
E02002809,0.9503,0.0202,0.0136,0.0126,0.0033
E02002810,0.9191,0.0159,0.047,0.0133,0.0047
E02002811,0.4165,0.0361,0.4557,0.0494,0.0422
E02002812,0.7084,0.0286,0.2247,0.0246,0.0138
E02002813,0.3603,0.0411,0.4917,0.0658,0.0412
E02002814,0.8908,0.0152,0.073,0.0118,0.0092
E02002815,0.3052,0.0398,0.5404,0.0727,0.0419
E02002816,0.6671,0.0291,0.2491,0.0258,0.0288
E02002817,0.6427,0.0271,0.2647,0.0382,0.0274
E02002818,0.5726,0.0608,0.2721,0.0684,0.0261
E02002819,0.8967,0.0304,0.0425,0.0232,0.0072
E02002820,0.8902,0.031,0.042,0.0297,0.0071
E02002821,0.8029,0.048,0.0799,0.0581,0.0111
E02002822,0.7015,0.0398,0.1898,0.0499,0.019
E02002823,0.9312,0.0282,0.0235,0.0154,0.0016
E02002824,0.6822,0.0584,0.1798,0.0588,0.0208
E02002825,0.877,0.0215,0.0788,0.0198,0.0029
E02002826,0.8978,0.0302,0.0573,0.0107,0.0041
E02002827,0.6761,0.0502,0.1614,0.0973,0.0149
E02002828,0.3458,0.0231,0.5877,0.0253,0.0181
E02002829,0.7474,0.0411,0.1219,0.0782,0.0114
E02002830,0.5561,0.0461,0.2266,0.1459,0.0254
E02002831,0.2595,0.0236,0.6657,0.0244,0.0268
E02002832,0.1307,0.0172,0.8126,0.0254,0.0141
E02002833,0.1478,0.0196,0.788,0.0261,0.0185
E02002834,0.6286,0.0274,0.2816,0.0378,0.0246
E02002835,0.351,0.0361,0.5083,0.0497,0.0549
E02002836,0.1037,0.017,0.8455,0.024,0.0098
E02002837,0.391,0.0485,0.422,0.1018,0.0367
E02002838,0.8125,0.0347,0.0738,0.0662,0.0128
E02002839,0.6009,0.0371,0.3028,0.0346,0.0246
E02002842,0.7663,0.0483,0.0966,0.0743,0.0145
E02002843,0.0946,0.0301,0.7745,0.0706,0.0303
E02002844,0.0768,0.0279,0.6667,0.1942,0.0345
E02002845,0.3112,0.0463,0.5277,0.085,0.0298
E02002846,0.8061,0.0307,0.1277,0.0229,0.0126
E02002847,0.0895,0.0152,0.8047,0.0478,0.0427
E02002848,0.1453,0.0258,0.6947,0.1009,0.0333
E02002849,0.6935,0.05,0.1684,0.0613,0.0268
E02002851,0.3725,0.0237,0.5435,0.0214,0.039
E02002852,0.8201,0.0358,0.0345,0.103,0.0066
E02002853,0.2175,0.0309,0.6504,0.056,0.0452
E02002854,0.8103,0.0398,0.0844,0.0511,0.0145
