MSOA Code,pop0-49,pop50-59,pop60-69,pop70-79,pop80-89,pop90+,total_pop
E02001902,3944,825,627,391,241,37,6065
E02001903,5952,655,489,231,125,23,7475
E02001904,5942,803,530,286,184,38,7783
E02001905,9969,753,556,442,274,87,12081
E02001906,5938,1252,862,654,388,66,9160
E02001907,6210,1391,963,885,498,81,10028
E02001908,7259,692,494,250,195,26,8916
E02001909,6556,732,471,241,193,35,8228
E02001910,5570,678,483,267,175,37,7210
E02001911,6262,895,572,478,216,56,8479
E02001913,6628,755,590,487,253,70,8783
E02001914,4983,747,583,336,207,40,6896
E02001915,8458,1488,1062,734,400,118,12260
E02001916,7412,941,587,415,229,56,9640
E02001918,6070,1188,900,523,249,54,8984
E02001919,4616,768,644,366,276,76,6746
E02001920,5126,877,752,621,193,29,7598
E02001921,5613,879,682,560,281,44,8059
E02001922,17112,281,178,133,75,22,17801
E02001923,7976,1112,891,602,328,86,10995
E02001924,4421,899,628,353,249,48,6598
E02001925,4583,670,674,545,297,96,6865
E02001926,5761,757,590,423,294,78,7903
E02001927,5447,943,679,498,290,86,7943
E02001928,4331,867,766,632,205,51,6852
E02001929,7570,1141,659,465,223,44,10102
E02001930,5462,984,780,419,192,37,7874
E02001931,5177,1031,908,632,354,65,8167
E02001932,5420,870,587,415,240,51,7583
E02001933,4865,938,669,495,237,72,7276
E02001934,4604,869,667,498,263,67,6968
E02001935,4998,975,776,650,418,137,7954
E02001936,3988,875,710,587,320,49,6529
E02001937,5615,970,744,469,302,53,8153
E02001938,5475,1045,708,443,231,63,7965
E02001939,3462,802,747,674,417,104,6206
E02001941,4125,703,568,425,280,53,6154
E02001942,4341,908,706,496,297,64,6812
E02001943,4150,874,617,421,258,37,6357
E02001944,5433,1119,743,571,228,60,8154
E02001945,5349,934,669,420,176,33,7581
E02001946,4474,1056,928,688,363,71,7580
E02001947,4252,736,570,405,260,53,6276
E02001948,4547,1042,745,548,329,77,7288
E02001949,4078,757,519,390,233,72,6049
E02001950,5114,1163,902,702,362,69,8312
E02001951,6097,974,961,605,192,38,8867
E02001952,6313,1175,864,574,249,81,9256
E02001953,4023,955,772,735,400,98,6983
E02001954,5058,832,764,591,222,38,7505
E02001955,4941,858,628,520,331,70,7348
E02001956,4482,921,626,450,227,57,6763
E02001957,4731,1111,782,685,297,71,7677
E02006807,5108,960,791,555,350,58,7822
E02006809,6721,1386,1088,592,387,105,10279
E02006895,8598,533,337,200,116,34,9818
E02006896,6564,391,252,144,74,9,7434
E02006897,7272,599,317,166,66,13,8433
E02006898,6965,610,381,171,58,10,8195
E02006899,7628,456,159,99,21,23,8386
E02006900,12655,1222,933,460,350,52,15672
E02006901,12745,1187,864,443,275,47,15561
E02001958,5542,1057,693,562,236,20,8110
E02001959,4487,867,594,553,324,34,6859
E02001961,6025,1085,675,465,217,31,8498
E02001962,5656,665,478,267,168,27,7261
E02001963,3784,846,762,480,273,68,6213
E02001964,7782,950,782,439,268,33,10254
E02001965,5252,1085,952,663,355,70,8377
E02001966,6335,658,406,229,170,19,7817
E02001967,3814,898,734,842,368,93,6749
E02001968,6392,828,603,344,178,42,8387
E02001969,4983,834,567,422,309,53,7168
E02001970,3773,683,535,608,409,77,6085
E02001971,3936,815,561,500,214,50,6076
E02001972,10097,921,672,347,124,37,12198
E02001973,6884,1016,660,489,187,52,9288
E02001974,6353,1263,877,792,415,86,9786
E02001975,5761,1082,725,506,226,65,8365
E02001976,5113,956,776,611,337,69,7862
E02001977,9460,944,642,433,208,57,11744
E02001978,4911,857,602,382,232,53,7037
E02001979,3595,724,528,548,404,89,5888
E02001980,2962,829,734,872,436,57,5890
E02001981,13899,876,576,300,150,18,15819
E02001982,5979,1020,762,668,356,83,8868
E02001983,5292,1039,784,589,318,72,8094
E02001984,7794,1299,863,600,273,73,10902
E02001985,11685,533,315,203,86,19,12841
E02001986,6071,1029,742,635,318,60,8855
E02001987,5745,498,374,313,178,42,7150
E02001988,15803,627,470,305,145,59,17409
E02001989,4638,726,559,425,180,47,6575
E02001990,5450,1340,1087,861,468,103,9309
E02001991,5342,1160,1131,838,415,123,9009
E02001992,7528,1264,860,710,286,60,10708
E02001993,6048,971,740,569,252,86,8666
E02001994,6127,1013,777,698,350,70,9035
E02001995,8391,821,646,547,292,97,10794
E02001996,5464,790,567,414,208,34,7477
E02001997,4985,1160,1032,923,523,135,8758
E02001998,3458,786,608,617,326,66,5861
E02001999,7605,741,670,612,265,74,9967
E02006805,7064,1020,678,439,265,46,9512
E02002000,4945,1100,859,653,365,53,7975
E02002001,3581,937,652,558,283,57,6068
E02002002,3069,1052,902,1082,621,118,6844
E02002003,5108,1458,973,878,596,80,9093
E02002004,4699,1079,710,568,365,48,7469
E02002005,6776,1108,744,618,263,35,9544
E02002006,4012,946,708,497,291,33,6487
E02002007,4885,1306,936,1113,697,79,9016
E02002008,5181,1443,854,536,259,69,8342
E02002009,5017,784,551,369,185,23,6929
E02002010,5587,977,701,471,299,71,8106
E02002011,2757,874,789,723,370,68,5581
E02002012,5402,1161,797,635,428,73,8496
E02002013,3117,983,862,894,489,117,6462
E02002014,5625,917,615,458,242,50,7907
E02002015,3983,960,680,596,313,59,6591
E02002016,5423,954,749,523,280,41,7970
E02002017,5618,1123,836,702,369,66,8714
E02002018,4488,1354,1064,1233,616,95,8850
E02002019,5192,1058,798,615,324,37,8024
E02002020,5424,1375,1047,1210,576,78,9710
E02002021,5460,964,597,475,221,46,7763
E02002022,5996,1133,851,538,255,49,8822
E02002023,3069,761,612,750,220,33,5445
E02002024,5569,1113,949,773,384,74,8862
E02002025,5183,1222,768,637,350,55,8215
E02002026,3757,1025,874,766,253,33,6708
E02002027,3044,888,864,472,101,32,5401
E02002028,3064,831,720,695,462,102,5874
E02002029,3219,886,738,661,414,92,6010
E02002030,4124,875,671,574,253,54,6551
E02002031,3863,822,752,476,191,42,6146
E02002032,6751,1292,937,777,368,55,10180
E02002033,4741,1058,908,825,383,55,7970
E02002034,4890,1168,914,710,341,75,8098
E02002035,3315,890,879,737,309,120,6250
E02002036,4365,847,685,546,201,50,6694
E02002037,3346,849,802,662,275,45,5979
E02002038,5684,1272,1056,1082,417,67,9578
E02002039,3707,844,686,671,374,121,6403
E02002040,2905,924,905,836,439,93,6102
E02002041,3133,842,759,873,483,90,6180
E02002042,4370,1226,1035,952,507,97,8187
E02002043,5699,1252,908,521,293,59,8732
E02002044,5455,972,631,445,182,45,7730
E02002045,5034,1060,790,563,341,37,7825
E02002046,3970,699,574,287,120,18,5668
E02002047,3955,876,802,700,389,77,6799
E02002048,3591,983,771,663,395,77,6480
E02002049,4012,828,578,506,166,63,6153
E02002051,3985,695,491,355,148,18,5692
E02002052,7998,1447,882,715,399,126,11567
E02002053,4216,998,726,580,305,74,6899
E02002054,3340,772,569,584,297,46,5608
E02002055,6842,1197,996,620,325,83,10063
E02002056,6620,1078,762,566,243,64,9333
E02002057,6564,1243,945,665,335,85,9837
E02002058,8921,1658,1099,606,271,55,12610
E02002059,7432,1455,1086,740,405,88,11206
E02002060,4950,753,552,369,265,26,6915
E02002061,4283,625,549,398,281,57,6193
E02002062,6125,1036,748,536,309,57,8811
E02002063,7410,1164,766,518,271,46,10175
E02002064,8303,1678,1077,851,406,82,12397
E02002065,10259,1325,849,573,338,59,13403
E02002066,5899,924,619,441,202,40,8125
E02002067,3362,734,531,595,306,48,5576
E02002068,11560,1359,708,406,248,39,14320
E02002069,4421,931,664,584,321,37,6958
E02002070,7099,1064,673,559,342,77,9814
E02002071,4301,863,613,568,228,31,6604
E02002072,5653,1200,852,598,307,68,8678
E02002073,5299,1044,683,602,237,57,7922
E02002074,5182,1120,804,650,284,65,8105
E02002075,5625,1157,834,712,341,70,8739
E02002076,8158,1419,786,520,298,57,11238
E02002077,6708,1347,1013,854,419,80,10421
E02002078,3686,914,626,616,313,57,6212
E02002079,5110,1205,883,671,364,94,8327
E02002080,4353,941,699,535,283,63,6874
E02006810,6384,1362,1158,974,508,55,10441
E02002081,2746,864,819,633,301,54,5417
E02002082,4023,711,508,490,112,19,5863
E02002083,3162,1015,730,642,331,93,5973
E02002084,4415,820,615,526,209,42,6627
E02002085,4431,805,602,446,230,56,6570
E02002086,3852,857,544,505,171,36,5965
E02002087,4229,869,477,490,212,26,6303
E02002088,6637,1176,725,757,303,42,9640
E02002089,4615,1172,829,837,312,56,7821
E02002090,3807,838,571,458,220,35,5929
E02002091,4228,1147,714,715,467,164,7435
E02002092,4373,1020,753,694,359,112,7311
E02002093,4107,1017,678,654,369,93,6918
E02002094,3232,965,794,624,455,122,6192
E02002095,5463,1186,1053,907,381,78,9068
E02002096,6025,1267,1108,1121,780,234,10535
E02002097,3861,1203,945,820,362,77,7268
E02002098,5920,1405,934,837,607,153,9856
E02002099,3710,1069,838,741,471,125,6954
E02002101,3564,839,716,639,406,72,6236
E02002102,5399,1238,918,770,524,161,9010
E02002103,3173,929,805,767,393,90,6157
E02002104,3186,1054,891,570,227,36,5964
E02002105,4513,1343,953,940,490,116,8355
E02002106,4939,1357,1250,1371,640,214,9771
E02002107,3148,880,776,573,245,75,5697
E02002108,5451,1545,1197,1066,632,127,10018
E02002109,7099,1574,1019,886,322,56,10956
E02006808,4252,880,642,478,252,61,6565
E02002110,4540,1187,675,572,226,35,7235
E02002111,3699,867,652,652,300,43,6213
E02002112,2899,848,649,653,278,33,5360
E02002113,3818,992,688,556,261,51,6366
E02002114,3073,889,685,785,495,100,6027
E02002115,4053,943,659,687,381,61,6784
E02002116,3389,1039,918,873,418,45,6682
E02002117,3660,1107,838,590,259,52,6506
E02002118,4679,1045,705,552,403,75,7459
E02002119,3346,884,702,583,294,64,5873
E02002120,3568,933,825,534,175,35,6070
E02002121,4528,790,595,482,313,100,6808
E02002122,5113,699,490,347,136,33,6818
E02002123,4144,759,648,629,311,55,6546
E02002124,3770,958,772,818,601,179,7098
E02002125,3860,906,651,520,298,53,6288
E02002126,4734,878,621,397,175,52,6857
E02002127,7442,990,720,446,228,59,9885
E02002128,3132,736,700,639,300,47,5554
E02002129,3307,830,781,637,313,30,5898
E02002130,5053,857,584,423,191,33,7141
E02002131,4021,1254,966,1026,482,89,7838
E02002132,4372,744,743,456,268,57,6640
E02002133,4378,909,758,584,293,45,6967
E02002134,6197,1216,735,558,257,48,9011
E02002135,6302,838,592,347,147,34,8260
E02002136,5640,1066,724,494,221,20,8165
E02002137,3053,930,743,787,510,127,6150
E02002138,4444,814,596,458,291,42,6645
E02002139,8475,1080,752,419,269,65,11060
E02002140,6515,857,676,458,279,41,8826
E02002141,3687,970,676,780,436,39,6588
E02002142,5376,808,601,359,189,31,7364
E02002143,8482,912,652,460,232,23,10761
E02002144,3775,856,868,752,460,72,6783
E02002145,5961,883,611,428,195,23,8101
E02002146,4582,798,600,374,190,82,6626
E02002147,6254,1027,659,563,274,52,8829
E02002148,6654,1715,1103,1037,792,95,11396
E02002149,5611,1439,1132,1014,498,107,9801
E02002150,3575,822,595,410,223,39,5664
E02002151,3734,838,640,388,137,31,5768
E02002152,4389,769,504,367,228,54,6311
E02002153,4184,1096,723,696,526,50,7275
E02002154,4411,879,543,349,207,38,6427
E02002155,4783,647,437,299,134,28,6328
E02002156,4956,1193,931,630,341,95,8146
E02002157,4550,1104,814,641,397,96,7602
E02002158,4133,1014,800,756,493,97,7293
E02002159,4774,777,431,287,126,23,6418
E02002160,4772,1018,757,620,303,33,7503
E02002161,5476,848,477,274,123,41,7239
E02002162,3888,1047,907,951,714,189,7696
E02002163,9632,1497,934,553,340,61,13017
E02002164,6561,660,393,202,129,31,7976
E02002165,5766,990,699,358,245,107,8165
E02002166,6440,1191,880,744,349,59,9663
E02002167,3494,996,840,738,387,84,6539
E02002168,9718,1236,803,438,275,45,12515
E02002169,4626,1210,1149,1006,565,178,8734
E02002170,3919,898,644,467,291,40,6259
E02002171,4654,933,793,686,325,54,7445
E02002174,4453,1129,936,696,342,95,7651
E02002175,5152,922,684,530,247,44,7579
E02002176,4570,989,822,701,308,57,7447
E02002177,7836,1156,876,562,286,47,10763
E02002178,4730,1127,962,738,473,120,8150
E02002179,3586,893,705,606,351,61,6202
E02002180,3899,813,647,566,440,64,6429
E02002181,5741,1002,728,506,265,33,8275
E02002182,4066,806,770,470,253,71,6436
E02006894,10682,1546,1131,779,386,117,14641
E02002183,2228,947,847,901,480,85,5488
E02002184,6443,2019,1595,1511,1097,302,12967
E02002185,3280,871,725,595,338,59,5868
E02002186,7258,1974,1704,1464,732,185,13317
E02002187,3086,920,811,671,409,78,5975
E02002188,4486,1172,903,740,327,71,7699
E02002189,4675,691,681,458,278,82,6865
E02002190,8582,1224,1115,574,329,80,11904
E02002191,7012,1088,770,491,250,50,9661
E02002192,4684,1406,1342,1075,568,101,9176
E02002193,3975,838,623,509,193,47,6185
E02002194,4393,1124,833,679,293,56,7378
E02002195,3167,1038,887,804,346,64,6306
E02002196,3722,1055,804,510,206,36,6333
E02002197,5433,1122,972,778,460,129,8894
E02002198,4481,1185,1094,793,407,79,8039
E02002199,3846,1102,839,656,284,47,6774
E02002200,5126,1280,1032,838,436,123,8835
E02002201,7692,1729,1355,891,416,84,12167
E02002202,4901,992,689,462,262,70,7376
E02002203,5010,995,794,530,249,49,7627
E02002204,6078,1808,1563,1337,640,109,11535
E02002205,5280,1718,1412,1069,369,74,9922
E02002206,5213,1246,982,672,395,48,8556
E02002207,5665,761,590,329,218,45,7608
E02002208,5114,1089,832,594,354,58,8041
E02002209,5315,760,484,295,133,29,7016
E02002210,5260,984,736,509,233,68,7790
E02002211,5455,718,602,343,188,49,7355
E02002212,6689,727,468,233,228,29,8374
E02002213,4169,1178,960,708,281,48,7344
E02002214,4132,748,616,340,188,55,6079
E02002215,8164,901,813,319,231,32,10460
E02002216,7287,834,703,321,190,33,9368
E02002217,7979,857,678,326,229,44,10113
E02002218,7129,1087,882,634,278,45,10055
E02002219,6792,657,459,195,131,22,8256
E02002220,7386,820,543,272,115,36,9172
E02002221,13919,1184,738,289,184,39,16353
E02002222,6582,905,635,419,279,61,8881
E02002223,6518,627,482,201,119,19,7966
E02002224,8925,841,556,249,169,39,10779
E02002225,4849,1264,1039,730,318,55,8255
E02002226,12908,974,677,294,215,38,15106
E02002227,5081,703,440,235,127,19,6605
E02002228,5622,856,615,392,203,53,7741
E02002229,4787,1117,878,576,266,74,7698
E02002230,7988,774,577,184,137,20,9680
E02002231,9461,1456,1183,669,341,67,13177
E02002232,5585,711,578,311,191,47,7423
E02002233,8026,775,544,269,150,29,9793
E02002234,6043,954,639,377,170,37,8220
E02002235,5849,725,526,302,156,19,7577
E02002236,4062,800,590,414,278,42,6186
E02002237,6030,1067,737,494,283,70,8681
E02002238,4299,767,630,380,196,30,6302
E02002239,7623,1547,1000,630,271,48,11119
E02002240,6638,1793,1335,823,367,59,11015
E02002241,8004,1529,1322,774,407,98,12134
E02002242,4442,1141,1052,767,369,72,7843
E02002243,5797,1286,1050,831,349,51,9364
E02002244,3435,948,792,702,282,59,6218
E02002245,3640,792,501,354,123,18,5428
E02002246,5046,1556,1316,1049,522,92,9581
E02002247,4817,1829,1345,885,298,69,9243
E02002248,5029,1144,828,584,223,19,7827
E02002249,3862,723,508,382,125,30,5630
E02002250,4561,1432,1212,926,369,61,8561
E02002251,5602,1211,825,613,373,105,8729
E02002252,4067,928,787,652,291,62,6787
E02002253,6717,868,608,339,253,52,8837
E02002254,3416,1058,793,633,297,85,6282
E02002255,6360,634,523,266,229,77,8089
E02002256,5690,1439,1120,867,328,110,9554
E02002257,5361,604,514,229,104,19,6831
E02002258,5387,1461,1129,785,387,69,9218
E02002259,4393,933,762,590,348,95,7121
E02002260,5650,1387,1108,844,327,53,9369
E02002261,4927,1239,990,728,378,42,8304
E02002262,4376,1291,884,885,413,102,7951
E02002263,3732,1011,888,640,196,43,6510
E02002264,3977,1023,817,773,405,90,7085
E02002265,3124,933,761,575,225,86,5704
E02002266,3121,883,723,693,308,59,5787
E02002267,4499,1237,965,864,297,72,7934
E02002268,6499,1486,1126,927,489,98,10625
E02002269,5498,1507,1228,900,306,83,9522
E02002270,5069,1483,1122,791,226,37,8728
E02002271,4245,1026,796,710,401,105,7283
E02002272,5937,1370,1056,902,351,73,9689
E02002273,3988,1031,769,658,284,63,6793
E02002274,4206,1124,838,703,327,62,7260
E02002275,5189,1213,912,798,401,89,8602
E02002276,4637,1027,790,710,335,51,7550
E02002277,4712,837,546,502,258,43,6898
E02002278,4205,910,749,648,226,63,6801
E02002279,3833,912,668,550,232,48,6243
E02002280,5105,684,609,380,189,29,6996
E02002281,7811,1386,1129,823,467,93,11709
E02002282,5764,735,594,368,167,37,7665
E02002283,5480,792,731,389,169,24,7585
E02002284,3592,934,724,541,291,51,6133
E02002285,4570,1281,1009,834,399,69,8162
E02002286,4741,743,590,333,140,34,6581
E02002287,5407,874,573,354,205,50,7463
E02002288,6398,1359,923,708,346,79,9813
E02002289,5596,639,432,226,99,20,7012
E02002290,3369,927,841,831,371,48,6387
E02002291,3772,979,728,773,284,68,6604
E02002292,3181,898,785,542,266,80,5752
E02002293,7540,758,516,276,133,29,9252
E02002294,8249,1107,934,455,215,45,11005
E02002295,5215,937,584,406,171,26,7339
E02002296,3749,1022,763,827,481,110,6952
E02002297,4001,944,834,688,329,67,6863
E02002298,3791,1057,852,665,317,63,6745
E02002299,5881,720,488,274,177,29,7569
E02002300,4812,1045,899,762,446,93,8057
E02002301,6565,801,587,294,189,40,8476
E02002302,3535,1030,740,682,244,47,6278
E02002303,3941,948,682,561,367,96,6595
E02002304,4822,807,594,402,227,51,6903
E02002305,4233,844,598,339,203,35,6252
E02002306,3279,1013,913,591,281,45,6122
E02002307,3346,992,663,578,267,58,5904
E02002308,3974,934,718,531,239,54,6450
E02002309,5068,742,568,380,245,59,7062
E02002310,3828,796,551,507,243,63,5988
E02002311,4005,975,768,514,221,59,6542
E02002312,9082,777,563,342,154,35,10953
E02002313,6631,771,485,288,150,26,8351
E02002314,3183,904,710,667,347,90,5901
E02002315,4520,956,709,416,182,46,6829
E02002316,3448,1012,852,792,333,68,6505
E02002317,5079,887,684,492,294,46,7482
E02002318,3682,936,757,677,279,74,6405
E02002319,4217,964,742,545,261,56,6785
E02002320,3161,980,882,728,365,57,6173
E02002321,4109,972,848,712,265,51,6957
E02002322,3476,1129,877,668,228,51,6429
E02002323,4554,1347,1080,964,452,60,8457
E02002324,3584,985,881,893,303,80,6726
E02002325,4922,1415,1093,1002,422,98,8952
E02002326,3492,1018,747,688,271,42,6258
E02002327,5400,1607,1298,1100,480,105,9990
E02002328,3642,1228,1015,763,345,83,7076
E02002329,6701,2050,1734,1252,419,67,12223
E02002330,3095,977,974,1014,467,45,6572
E02002331,3932,877,708,817,568,127,7029
E02002332,3332,958,773,700,317,63,6143
E02002333,3969,1109,1074,921,438,126,7637
E02002334,3709,965,927,967,473,69,7110
E02002335,3889,1138,1005,963,425,80,7500
E02002336,3480,1041,837,746,427,65,6596
E02002337,4396,1072,810,700,360,50,7388
E02002338,4087,876,725,690,353,86,6817
E02002339,3249,760,616,457,218,51,5351
E02002340,3017,770,737,667,296,67,5554
E02002341,3983,963,910,795,475,92,7218
E02002342,3032,756,713,622,401,55,5579
E02002343,3524,817,632,470,237,37,5717
E02002344,4402,960,903,752,461,88,7566
E02002345,3059,796,758,617,328,77,5635
E02002346,3794,718,588,454,252,36,5842
E02002347,4207,774,586,428,221,62,6278
E02002348,3857,782,714,485,285,93,6216
E02002349,3641,703,624,458,266,60,5752
E02002350,3514,774,597,665,406,78,6034
E02002351,2702,845,745,644,367,43,5346
E02002352,4698,981,830,570,279,58,7416
E02002353,3869,830,628,338,219,55,5939
E02002354,4928,980,780,582,334,98,7702
E02002356,5393,1076,785,690,325,55,8324
E02002357,5208,903,753,604,371,76,7915
E02002358,4855,956,907,731,305,47,7801
E02002359,3402,987,802,790,394,74,6449
E02002360,4530,838,629,388,263,48,6696
E02002361,3902,803,574,313,224,70,5886
E02002362,5274,980,722,467,248,53,7744
E02002363,4554,831,598,395,273,67,6718
E02002364,3586,802,608,391,237,84,5708
E02002366,5353,893,711,600,400,110,8067
E02002367,4513,717,448,292,161,42,6173
E02002368,5213,1109,823,744,344,48,8281
E02002369,5033,960,647,423,237,45,7345
E02002370,4884,812,630,458,213,55,7052
E02002371,7552,1173,799,393,251,47,10215
E02002373,8688,269,238,181,99,44,9519
E02002374,5020,642,561,385,194,33,6835
E02002375,4637,722,511,264,120,17,6271
E02002376,6116,809,430,263,150,20,7788
E02002377,6530,596,406,198,122,11,7863
E02002379,4063,657,408,296,111,23,5558
E02002380,3052,762,615,435,259,38,5161
E02002381,4032,758,648,398,189,26,6051
E02002382,7415,640,295,139,75,15,8579
E02002383,7944,221,179,88,28,7,8467
E02002384,11698,653,475,268,143,17,13254
E02002385,7653,433,347,216,91,17,8757
E02002386,4480,1214,1157,1041,522,125,8539
E02002387,3909,771,448,350,183,37,5698
E02002388,5521,851,582,394,213,55,7616
E02002389,5049,843,633,432,264,53,7274
E02002390,4039,926,656,454,220,50,6345
E02002391,4757,1038,770,513,286,48,7412
E02002392,10831,273,208,104,44,8,11468
E02002393,7606,799,457,227,124,19,9232
E02002394,6509,881,456,323,131,21,8321
E02002395,4485,837,660,492,317,51,6842
E02002396,5896,1118,805,571,321,64,8775
E02002397,4682,1099,768,617,277,51,7494
E02002398,3789,1065,920,842,492,70,7178
E02002399,4279,745,555,339,184,19,6121
E02002400,6771,925,563,351,180,19,8809
E02002401,4729,749,541,370,160,21,6570
E02002402,2962,961,680,526,272,26,5427
E02002403,3357,813,621,694,397,103,5985
E02002404,8860,835,604,376,106,27,10808
E02002405,5420,1133,886,726,456,82,8703
E02002406,3728,958,873,888,383,39,6869
E02002407,4668,769,482,334,179,55,6487
E02002408,4476,960,788,618,289,81,7212
E02002409,3634,858,642,474,243,34,5885
E02002410,4187,939,702,512,263,48,6651
E02002411,7072,812,464,279,160,28,8815
E02002412,4626,939,635,507,265,32,7004
E02002414,5147,679,448,328,176,39,6817
E02002415,6179,741,406,147,80,5,7558
E02002416,3646,982,759,914,425,58,6784
E02002417,3979,855,767,716,304,50,6671
E02002418,4175,953,814,690,233,38,6903
E02002419,5835,943,706,459,264,46,8253
E02002420,6068,985,680,501,275,39,8548
E02002421,4237,767,521,321,161,34,6041
E02002422,3644,837,748,588,263,44,6124
E02002423,3734,764,619,392,173,38,5720
E02002424,4640,1161,760,628,284,49,7522
E02002425,4776,1166,995,913,408,84,8342
E02002426,4464,1155,801,722,446,64,7652
E02002427,3819,953,797,728,355,64,6716
E02002428,5393,1018,719,475,257,26,7888
E02002429,5133,1140,845,766,356,45,8285
E02002430,5590,911,569,424,180,28,7702
E02002431,5736,1067,699,523,203,36,8264
E02002432,4344,1041,757,670,300,56,7168
E02002433,3969,932,675,525,297,37,6435
E02002434,7349,1326,705,494,163,29,10066
E02002435,4712,1055,737,664,327,63,7558
E02002436,4077,992,685,567,238,37,6596
E02002437,3435,1037,800,516,217,43,6048
E02006852,8371,1137,962,691,375,84,11620
E02006861,12742,411,295,232,162,51,13893
E02006875,13120,272,124,63,8,10,13597
E02006876,6765,666,467,306,158,52,8414
E02002438,5731,1136,879,623,255,60,8684
E02002439,5218,1307,863,639,343,82,8452
E02002440,4872,1116,924,684,310,67,7973
E02002441,5990,1266,852,790,368,81,9347
E02002442,4341,1258,837,558,263,46,7303
E02002443,3827,1001,751,510,175,25,6289
E02002444,3763,974,765,562,215,36,6315
E02002445,4617,1136,855,840,361,111,7920
E02002446,3082,961,836,668,272,71,5890
E02002447,3713,921,715,574,299,53,6275
E02002448,4949,1172,884,643,358,55,8061
E02002449,5795,1357,897,740,317,88,9194
E02002450,4515,1147,783,619,238,37,7339
E02002451,4024,1224,1081,862,450,91,7732
E02002452,5384,1242,882,714,311,61,8594
E02002453,6219,1370,1040,806,287,66,9788
E02002454,6215,991,718,422,285,72,8703
E02002455,4120,886,618,488,222,57,6391
E02002456,5406,1136,795,535,158,26,8056
E02002457,5356,1032,818,556,240,73,8075
E02002458,5421,1261,1065,908,399,79,9133
E02002459,6488,1385,894,645,252,67,9731
E02002460,3620,1011,1038,836,499,97,7101
E02002461,7424,1559,1155,894,401,57,11490
E02002462,4286,1083,930,815,334,67,7515
E02002463,7123,1251,825,658,325,78,10260
E02002464,5385,1205,952,737,356,58,8693
E02002465,3248,970,801,657,338,54,6068
E02002466,5267,1309,1139,1015,440,85,9255
E02002467,6585,1061,733,431,187,36,9033
E02002468,3550,886,770,641,309,80,6236
E02002469,3633,995,799,732,255,24,6438
E02002470,2738,977,900,997,477,82,6171
E02002471,6037,1697,1556,1217,576,100,11183
E02002472,3133,953,846,673,251,55,5911
E02002473,3525,1034,955,766,328,39,6647
E02002474,4139,974,767,516,267,50,6713
E02002475,3370,966,874,754,329,78,6371
E02002476,4185,881,626,474,228,38,6432
E02002477,3854,958,801,572,297,74,6556
E02002478,3883,970,700,495,213,36,6297
E02002479,4671,1229,1108,920,355,94,8377
E02002480,3231,810,813,632,278,34,5798
E02002481,4602,1000,781,550,308,72,7313
E02002482,4676,920,737,579,252,45,7209
E02001682,4808,1238,989,864,455,88,8442
E02001683,4903,1494,1157,933,463,104,9054
E02001684,4186,855,780,490,274,57,6642
E02001685,5239,1059,787,684,340,67,8176
E02001686,3420,1103,886,785,411,66,6671
E02001688,5477,910,693,454,231,41,7806
E02001689,6345,886,750,513,259,75,8828
E02001690,4166,1119,872,665,336,63,7221
E02001691,7197,1014,656,390,254,47,9558
E02001692,4381,865,614,366,184,22,6432
E02001693,3260,836,672,507,308,61,5644
E02001694,3741,1040,760,598,289,31,6459
E02001695,3305,939,898,581,336,79,6138
E02001696,5615,1229,1093,712,432,72,9153
E02001697,4192,1181,910,701,332,88,7404
E02001698,3146,945,1018,1202,626,74,7011
E02001699,3734,1014,919,627,355,48,6697
E02001700,5675,1591,1316,1011,531,69,10193
E02001701,3215,1001,788,786,430,90,6310
E02001702,4900,1156,840,593,359,60,7908
E02001703,2663,915,726,742,371,65,5482
E02001704,3885,1170,631,674,424,59,6843
E02001705,3820,1047,968,724,337,73,6969
E02001706,4907,996,859,681,291,58,7792
E02001707,4447,1194,959,916,483,111,8110
E02006841,7698,734,579,398,173,30,9612
E02006842,3700,623,487,352,265,73,5500
E02000001,6206,1339,1025,720,313,118,9721
E02000002,5621,835,505,401,268,105,7735
E02000003,8062,1272,886,575,301,78,11174
E02000004,4401,866,598,444,262,116,6687
E02000005,7982,1144,629,413,211,53,10432
E02000007,7407,1193,659,446,256,87,10048
E02000008,9311,1511,935,552,303,50,12662
E02000009,9321,1216,734,338,188,32,11829
E02000010,6817,1175,605,334,205,68,9204
E02000011,5024,870,492,330,217,61,6994
E02000012,8428,1196,820,481,282,84,11291
E02000013,6717,976,668,385,161,41,8948
E02000014,7237,1184,781,462,227,58,9949
E02000015,6191,921,566,305,172,35,8190
E02000016,8705,748,345,159,56,8,10021
E02000017,7243,869,618,315,202,28,9275
E02000018,7503,992,604,326,183,41,9649
E02000019,6933,1049,643,370,140,39,9174
E02000020,10609,1345,676,416,233,76,13355
E02000021,6698,983,619,385,214,45,8944
E02000022,6956,656,355,147,55,14,8183
E02000023,6616,767,377,150,98,16,8024
E02006799,8356,1260,765,441,248,68,11138
E02000024,6537,1595,1284,952,530,159,11057
E02000025,5201,1242,864,640,320,80,8347
E02000026,3972,928,759,573,302,59,6593
E02000027,6161,1383,1004,673,356,61,9638
E02000028,4425,935,641,456,277,75,6809
E02000029,6513,1237,820,564,263,54,9451
E02000030,5009,1490,1148,906,542,146,9241
E02000031,4810,1024,771,664,426,161,7856
E02000032,4643,1203,865,669,343,48,7771
E02000033,5755,1307,870,560,335,76,8903
E02000034,6153,1229,846,712,323,93,9356
